año,NCODI,pacienteTot_hospDom,visitaTot_hospDom
2016,4.4400000000000000e+02,0,0
2016,4.7900000000000000e+02,0,0
2016,2.8500000000000000e+02,0,0
2016,2.5300000000000000e+02,0,0
2016,4.8100000000000000e+02,0,0
2016,5.4000000000000000e+02,1580,1580
2016,3.3200000000000000e+02,0,0
2016,4.1000000000000000e+01,0,0
2016,5.1000000000000000e+02,0,0
2016,3.0500000000000000e+02,0,0
2016,7.0800000000000000e+02,0,0
2016,7.5500000000000000e+02,2103,11354
2016,7.5000000000000000e+02,2241,7476
2016,6.9600000000000000e+02,0,0
2016,4.2100000000000000e+02,0,0
2016,8.2700000000000000e+02,0,0
2016,9.3300000000000000e+02,0,0
2016,1.0300000000000000e+03,0,0
2016,1.0030000000000000e+03,0,0
2016,1.0500000000000000e+03,0,0
2016,1.0430000000000000e+03,0,0
2016,1.1280000000000000e+03,0,0
2016,9.3400000000000000e+02,0,0
2016,6.2900000000000000e+02,806,12084
2016,2.1000000000000000e+01,0,0
2016,6.1500000000000000e+02,0,0
2016,6.2600000000000000e+02,0,0
2016,4.1700000000000000e+02,0,0
2016,5.9700000000000000e+02,0,0
2016,5.3900000000000000e+02,0,0
2016,3.4300000000000000e+02,0,0
2016,1.3500000000000000e+02,0,0
2016,1.5800000000000000e+02,0,0
2016,7.7500000000000000e+02,362,2698
2016,1.7700000000000000e+02,0,0
2016,5.7800000000000000e+02,0,0
2016,4.1600000000000000e+02,0,0
2016,5.6100000000000000e+02,334,2313
2016,6.2000000000000000e+01,0,0
2016,8.2800000000000000e+02,0,0
2016,8.6000000000000000e+02,0,0
2016,9.3500000000000000e+02,0,0
2016,9.3600000000000000e+02,0,0
2016,9.8600000000000000e+02,0,0
2016,9.8700000000000000e+02,0,0
2016,1.0210000000000000e+03,0,0
2016,1.0850000000000000e+03,0,0
2016,6.5800000000000000e+02,0,0
2016,3.5300000000000000e+02,0,0
2016,3.2300000000000000e+02,0,0
2016,6.2000000000000000e+02,414,3535
2016,3.8400000000000000e+02,0,0
2016,5.5400000000000000e+02,0,0
2016,2.0900000000000000e+02,0,0
2016,7.0700000000000000e+02,0,0
2016,3.9500000000000000e+02,0,0
2016,9.6900000000000000e+02,0,0
2016,1.0520000000000000e+03,0,0
2016,7.3900000000000000e+02,6176,46792
2016,6.1300000000000000e+02,2155,18975
2016,5.9300000000000000e+02,936,2796
2016,7.0400000000000000e+02,1468,15070
2016,4.9300000000000000e+02,0,0
2016,6.8600000000000000e+02,1830,16081
2016,2.5700000000000000e+02,0,0
2016,4.9400000000000000e+02,0,0
2016,6.8100000000000000e+02,518,27887
2016,2.8600000000000000e+02,0,0
2016,2.5500000000000000e+02,0,0
2016,7.9000000000000000e+01,0,0
2016,8.1000000000000000e+01,0,0
2016,6.8800000000000000e+02,700,11386
2016,5.3100000000000000e+02,2255,25336
2016,5.1400000000000000e+02,358,2493
2016,4.9900000000000000e+02,0,0
2016,5.3200000000000000e+02,1252,9206
2016,1.9000000000000000e+02,0,0
2016,5.9800000000000000e+02,0,0
2016,2.6000000000000000e+02,0,0
2016,8.3800000000000000e+02,0,0
2016,8.3900000000000000e+02,0,0
2016,8.5100000000000000e+02,0,0
2016,8.5200000000000000e+02,1731,19528
2016,9.8800000000000000e+02,0,0
2016,1.0560000000000000e+03,817,6481
2016,1.0440000000000000e+03,0,0
2016,1.1140000000000000e+03,623,2416
2016,6.4400000000000000e+02,318,8704
2016,7.5200000000000000e+02,2103,13269
2016,2.3800000000000000e+02,0,0
2016,3.2500000000000000e+02,0,0
2016,6.2200000000000000e+02,0,0
