año,NCODI,pacienteTot_hospDom,visitaTot_hospDom
2016,8.7900000000000000e+02,0,0
2016,9.0600000000000000e+02,0,0
2016,3.7000000000000000e+02,0,0
2016,4.1800000000000000e+02,0,0
2016,5.7400000000000000e+02,0,0
2016,3.9900000000000000e+02,0,0
2016,1.9500000000000000e+02,0,0
2016,7.8300000000000000e+02,2297,23715
2016,2.6300000000000000e+02,0,0
2016,1.9400000000000000e+02,0,0
2016,2.1400000000000000e+02,0,0
2016,7.8500000000000000e+02,2627,35733
2016,7.8000000000000000e+02,0,0
2016,7.8200000000000000e+02,723,12830
2016,3.6900000000000000e+02,0,0
2016,7.1300000000000000e+02,281,2964
2016,9.4100000000000000e+02,0,0
2016,1.0910000000000000e+03,351,17088
2016,1.0450000000000000e+03,0,0
2016,1.0860000000000000e+03,0,0
2016,9.3700000000000000e+02,217,5533
2016,1.0040000000000000e+03,0,0
2016,7.3700000000000000e+02,0,0
2016,7.6500000000000000e+02,0,0
2016,3.2900000000000000e+02,381,3415
2016,8.7000000000000000e+01,0,0
2016,5.2700000000000000e+02,0,0
2016,5.6200000000000000e+02,0,0
2016,2.5100000000000000e+02,0,0
2016,1.2900000000000000e+02,0,0
2016,1.5400000000000000e+02,819,2021
2016,5.1600000000000000e+02,0,0
2016,1.8400000000000000e+02,0,0
2016,6.5200000000000000e+02,0,0
2016,6.3700000000000000e+02,0,0
2016,8.8000000000000000e+01,0,0
2016,9.0700000000000000e+02,0,0
2016,9.7000000000000000e+02,0,0
2016,1.0190000000000000e+03,0,0
2016,1.0160000000000000e+03,0,0
2016,1.0470000000000000e+03,0,0
2016,6.3500000000000000e+02,0,0
