año,NCODI,inver_iIntangible,inver_IMaterial,inver_IMterrenos,inver_IMresto,inver_Otras,inver_Total
2017,3.5200000000000000e+02,22458,368465,0,368465,0,390923
2017,6.2800000000000000e+02,0,802526,0,802526,540632,1343158
2017,2.9100000000000000e+02,0,435701,0,435701,0,435701
2017,4.9500000000000000e+02,0,510352,0,510352,0,510352
2017,8.4500000000000000e+02,0,1856990,0,1856990,0,1856990
2017,4.9800000000000000e+02,0,454763,0,454763,0,454763
2017,3.1400000000000000e+02,0,338984,338984,0,0,338984
2017,7.2000000000000000e+02,0,333922,0,333922,0,333922
2017,7.2100000000000000e+02,0,1493906,0,1493906,0,1493906
2017,4.8500000000000000e+02,0,0,0,0,1935,1935
2017,2.7300000000000000e+02,0,3329110,0,3329110,0,3329110
2017,8.4600000000000000e+02,215261,2028451,0,2028451,0,2243712
2017,8.4700000000000000e+02,265244,3164101,0,3164101,0,3429345
2017,8.4800000000000000e+02,2519590,2519590,,2519590,0,5039180
2017,9.1600000000000000e+02,26727,1106061,0,1106061,0,1132788
2017,9.3000000000000000e+02,100000,495527,0,495527,0,595527
2017,9.5400000000000000e+02,110309,3504291,0,3504291,0,3614600
2017,9.4300000000000000e+02,0,456889,0,456889,0,456889
2017,9.4900000000000000e+02,0,7065804,0,7065804,0,7065804
2017,9.8000000000000000e+02,47814,3031532,0,3031532,0,3079346
2017,9.8100000000000000e+02,0,706252,0,706252,0,706252
2017,1.0240000000000000e+03,10370,3110810,0,3110810,0,3121180
2017,1.0170000000000000e+03,1524,152086,0,152086,0,153610
2017,1.0000000000000000e+03,0,5512786,0,5512786,0,5512786
2017,1.0180000000000000e+03,0,2807205,0,2807205,0,2807205
2017,1.0010000000000000e+03,17000,1069000,0,1069000,0,1086000
2017,1.0070000000000000e+03,0,279280,0,279280,0,279280
2017,1.0080000000000000e+03,0,577312,0,577312,0,577312
2017,1.0100000000000000e+03,,49983,0,49983,0,49983
2017,1.0110000000000000e+03,0,145831,0,145831,0,145831
2017,1.0120000000000000e+03,0,234250,0,234250,0,234250
2017,1.0130000000000000e+03,0,745906,0,745906,0,745906
2017,1.0410000000000000e+03,0,0,0,0,0,0
2017,1.0730000000000000e+03,429542,1544771,0,1544771,223923,2198236
2017,1.0870000000000000e+03,499842,2145673,218595,1927078,13526,2659041
2017,1.1090000000000000e+03,0,4038391,0,4038391,0,4038391
2017,1.1100000000000000e+03,0,3769355,0,3769355,0,3769355
2017,1.1120000000000000e+03,0,332359,0,332359,0,332359
2017,1.1200000000000000e+03,0,458274,0,458274,0,458274
2017,1.1260000000000000e+03,0,1124939,0,1124939,0,1124939
2017,7.8900000000000000e+02,0,1530901,0,1530901,0,1530901
2017,3.2600000000000000e+02,3503,1178293,0,1178293,0,1181796
2017,4.4200000000000000e+02,7595,288790,0,288790,203460,499845
2017,2.9400000000000000e+02,0,1026698,0,1026698,0,1026698
2017,3.7800000000000000e+02,0,122682,0,122682,0,122682
2017,4.0200000000000000e+02,0,0,0,0,0,0
2017,2.9000000000000000e+01,0,0,0,0,28195,28195
2017,4.5000000000000000e+02,0,0,0,0,0,0
2017,6.5600000000000000e+02,0,38763,0,38763,0,38763
2017,3.3300000000000000e+02,,1232863,1175,1231688,81118,1313981
2017,6.8400000000000000e+02,0,169552,0,169552,0,169552
2017,4.2200000000000000e+02,907,67430,0,67430,0,68337
2017,7.6300000000000000e+02,13846,343427,0,343427,0,357273
2017,7.4100000000000000e+02,0,0,0,0,0,0
2017,5.5300000000000000e+02,0,799070,0,799070,0,799070
2017,3.5700000000000000e+02,0,2886,0,2886,0,2886
2017,8.9900000000000000e+02,0,48555,36701,11854,0,48555
2017,9.0000000000000000e+02,0,77028,0,77028,0,77028
2017,9.3200000000000000e+02,0,0,0,0,0,0
2017,9.5000000000000000e+02,0,8323,0,8323,0,8323
2017,9.6600000000000000e+02,7321,567585,,567585,0,574906
2017,9.6700000000000000e+02,0,157839,0,157839,0,157839
2017,9.8200000000000000e+02,170650,565818,0,565818,0,736468
2017,1.0140000000000000e+03,0,1421,0,1421,0,1421
2017,1.0800000000000000e+03,502970,16308243,0,16308243,14876,16826089
2017,1.0740000000000000e+03,0,0,0,0,0,0
2017,1.0840000000000000e+03,0,350364,0,350364,0,350364
2017,1.1130000000000000e+03,,0,0,0,102009,102009
2017,1.1370000000000000e+03,5146834,7182557,2707379,4475178,0,12329391
2017,1.1420000000000000e+03,0,152438,0,152438,0,152438
2017,7.2200000000000000e+02,21166,5914063,0,5914063,260423,6195652
2017,6.6000000000000000e+02,0,1277706,0,1277706,0,1277706
2017,7.5000000000000000e+01,0,90614,0,90614,0,90614
2017,2.4900000000000000e+02,0,1301925,0,1301925,0,1301925
2017,2.2700000000000000e+02,0,0,0,0,1567697,1567697
2017,1.5000000000000000e+02,0,14408,0,14408,0,14408
2017,4.7000000000000000e+01,0,18925,0,18925,0,18925
2017,1.7200000000000000e+02,0,290792,0,290792,0,290792
2017,5.8100000000000000e+02,767159,767159,0,767159,0,1534318
2017,1.2000000000000000e+02,0,0,0,0,0,0
2017,4.4500000000000000e+02,0,0,0,0,0,0
2017,4.7100000000000000e+02,0,460592,0,460592,,460592
2017,5.3000000000000000e+01,0,0,0,0,0,0
2017,1.9900000000000000e+02,1507,1713707,0,1713707,0,1715214
2017,5.7500000000000000e+02,0,891818,0,891818,0,891818
2017,5.2800000000000000e+02,0,81600,0,81600,43659,125259
2017,6.3100000000000000e+02,0,6045348,0,6045348,0,6045348
2017,6.9900000000000000e+02,8645,3972501,0,3972501,0,3981146
2017,8.2300000000000000e+02,0,71155,0,71155,48410,119565
2017,8.4900000000000000e+02,,1303857,0,1303857,0,1303857
2017,8.6900000000000000e+02,0,618707,0,618707,0,618707
2017,9.5500000000000000e+02,0,0,0,0,0,0
2017,9.8300000000000000e+02,0,53417,0,53417,0,53417
2017,1.0020000000000000e+03,0,65255,0,65255,0,65255
2017,1.0150000000000000e+03,0,274800,0,274800,0,274800
2017,5.1000000000000000e+01,0,9323,0,9323,0,9323
2017,4.4100000000000000e+02,0,361172,0,361172,363186,724358
2017,3.2700000000000000e+02,0,107251,0,107251,0,107251
2017,6.9000000000000000e+02,60947,3184751,1315268,1869483,0,3245698
2017,2.6200000000000000e+02,163687,2125340,0,2125340,0,2289027
2017,4.0300000000000000e+02,0,56286,0,56286,0,56286
2017,3.1200000000000000e+02,18239,183931,0,183931,0,202170
2017,5.8900000000000000e+02,0,2469136,0,2469136,0,2469136
2017,6.6500000000000000e+02,0,545923,0,545923,504824,1050747
2017,3.3400000000000000e+02,18364,3757,0,3757,0,22121
2017,1.0750000000000000e+03,0,0,0,0,9804598,9804598
2017,7.5100000000000000e+02,57082,976747,0,976747,0,1033829
2017,1.8600000000000000e+02,20466,48316,0,48316,0,68782
2017,6.4600000000000000e+02,0,0,0,0,0,0
2017,5.3600000000000000e+02,0,0,0,0,0,0
2017,2.4200000000000000e+02,3363,154901,0,154901,0,158264
2017,4.9000000000000000e+02,0,0,0,0,148552,148552
2017,5.0000000000000000e+02,129150,624875,0,624875,0,754025
2017,2.0600000000000000e+02,5573,678664,0,678664,0,684237
2017,5.8000000000000000e+01,1694,7806,0,7806,0,9500
2017,5.7200000000000000e+02,0,384990,0,384990,0,384990
2017,1.8000000000000000e+02,279,177177,0,177177,0,177456
2017,5.4900000000000000e+02,0,246785,0,246785,0,246785
2017,5.8200000000000000e+02,0,203428,0,203428,0,203428
2017,7.4300000000000000e+02,0,2167847,0,2167847,0,2167847
2017,7.9500000000000000e+02,78342,263430,0,263430,0,341772
2017,2.6900000000000000e+02,465,26585,0,26585,0,27050
2017,6.3400000000000000e+02,153150,5685669,0,5685669,0,5838819
2017,1.0000000000000000e+00,3041,114153,0,114153,0,117194
2017,7.1700000000000000e+02,0,5300415,0,5300415,0,5300415
2017,3.7300000000000000e+02,0,16466,0,16466,0,16466
2017,5.3500000000000000e+02,0,341265,0,341265,0,341265
2017,8.2400000000000000e+02,0,0,0,0,433954,433954
2017,8.8800000000000000e+02,0,251523,0,251523,0,251523
2017,9.0200000000000000e+02,0,710,0,710,0,710
2017,9.6800000000000000e+02,0,0,0,0,0,0
2017,1.1300000000000000e+03,0,0,0,0,0,0
2017,1.1410000000000000e+03,0,0,0,0,0,0
2017,1.1450000000000000e+03,0,1366025,287771,1078254,0,1366025
2017,1.1220000000000000e+03,0,0,0,0,0,0
2017,1.1330000000000000e+03,15044,706747,0,706747,688632,1410423
2017,3.4600000000000000e+02,4463,210087,0,210087,0,214550
2017,2.7000000000000000e+01,2954,203896,0,203896,0,206850
2017,1.6500000000000000e+02,0,263611,0,263611,0,263611
2017,9.5600000000000000e+02,0,1641244,0,1641244,60499,1701743
2017,4.1300000000000000e+02,0,16550,,16550,0,16550
2017,1.4900000000000000e+02,164,725257,0,725257,0,725421
2017,6.1200000000000000e+02,0,1146558,0,1146558,0,1146558
2017,5.5900000000000000e+02,0,131668,0,131668,0,131668
2017,7.0000000000000000e+00,0,749295,0,749295,0,749295
2017,2.8300000000000000e+02,31880,1879259,0,1879259,897170,2808309
2017,3.7000000000000000e+01,642,65312,0,65312,166035,231989
2017,1.5300000000000000e+02,88155,3035478,1974313,1061165,0,3123633
2017,5.4700000000000000e+02,0,398668,0,398668,0,398668
2017,3.9700000000000000e+02,0,202271,202271,0,0,202271
2017,5.5600000000000000e+02,0,686307,0,686307,0,686307
2017,4.2000000000000000e+01,2612281,2461943,121705,2340238,36263,5110487
2017,3.1000000000000000e+01,0,847810,0,847810,0,847810
2017,7.4000000000000000e+02,0,4977739,0,4977739,0,4977739
2017,2.1700000000000000e+02,22425,1463501,0,1463501,0,1485926
2017,8.6300000000000000e+02,2528,385437,0,385437,0,387965
2017,8.8900000000000000e+02,19924,5576640,,5576640,0,5596564
2017,9.8400000000000000e+02,0,1883737,0,1883737,0,1883737
2017,1.1060000000000000e+03,0,813245,0,813245,0,813245
2017,1.1460000000000000e+03,0,537001,8334,528667,0,537001
2017,3.4000000000000000e+01,0,10981,0,10981,0,10981
2017,7.9100000000000000e+02,0,655601,0,655601,0,655601
2017,1.8100000000000000e+02,0,655601,0,655601,0,655601
2017,4.3000000000000000e+02,,18438,0,18438,0,18438
2017,7.1500000000000000e+02,219000,2374000,1264000,1110000,1136000,3729000
2017,5.2100000000000000e+02,28432,306989,0,306989,0,335421
2017,5.2400000000000000e+02,31341,1289134,0,1289134,0,1320475
2017,4.3200000000000000e+02,0,217299,0,217299,10211,227510
2017,1.9000000000000000e+01,0,57722,0,57722,0,57722
2017,2.5000000000000000e+01,0,3766,0,3766,0,3766
2017,2.6000000000000000e+01,0,1291681,0,1291681,0,1291681
2017,8.9000000000000000e+02,0,667466,0,667466,0,667466
2017,9.0400000000000000e+02,0,105947,0,105947,0,105947
2017,9.5700000000000000e+02,79432,39871251,0,39871251,0,39950683
2017,9.3900000000000000e+02,0,9150142,0,9150142,0,9150142
2017,2.3600000000000000e+02,19414,72943,,72943,175033,267390
2017,7.3500000000000000e+02,0,1920600,0,1920600,0,1920600
2017,1.4600000000000000e+02,0,312110,0,312110,0,312110
2017,3.6300000000000000e+02,14163,780800,0,780800,0,794963
2017,1.8700000000000000e+02,0,366890,0,366890,0,366890
2017,2.6500000000000000e+02,0,79780,0,79780,0,79780
2017,2.9500000000000000e+02,32234,1689969,0,1689969,0,1722203
2017,4.9600000000000000e+02,14141,717176,0,717176,0,731317
2017,7.7000000000000000e+01,0,74586,0,74586,0,74586
2017,3.9100000000000000e+02,0,33350,0,33350,1080000,1113350
2017,2.4000000000000000e+02,4398,547950,547950,0,0,552348
2017,4.4800000000000000e+02,0,0,0,0,0,0
2017,1.5100000000000000e+02,0,93536,0,93536,0,93536
2017,4.2500000000000000e+02,0,199954,0,199954,0,199954
2017,3.0000000000000000e+02,0,0,0,0,0,0
2017,3.3900000000000000e+02,9353,1588775,0,1588775,0,1598128
2017,8.7400000000000000e+02,0,399954,,399954,0,399954
2017,9.0500000000000000e+02,0,3192336,0,3192336,0,3192336
2017,1.1230000000000000e+03,0,120657,0,120657,0,120657
2017,7.3600000000000000e+02,0,981946,0,981946,0,981946
2017,4.5900000000000000e+02,0,1043942,0,1043942,0,1043942
2017,3.2000000000000000e+02,2742,1054368,0,1054368,0,1057110
2017,4.5000000000000000e+01,0,2929743,0,2929743,0,2929743
2017,6.1800000000000000e+02,0,391975,0,391975,0,391975
2017,4.6300000000000000e+02,0,708592,158217,550375,0,708592
2017,8.9100000000000000e+02,0,1130104,0,1130104,0,1130104
2017,9.5800000000000000e+02,18150,1619053,0,1619053,0,1637203
2017,2.4400000000000000e+02,0,161816,0,161816,0,161816
2017,2.8000000000000000e+01,0,17748,0,17748,0,17748
2017,4.4400000000000000e+02,5990,79709,0,79709,0,85699
2017,4.7900000000000000e+02,0,3910371,0,3910371,0,3910371
2017,2.8500000000000000e+02,0,510984,0,510984,0,510984
2017,2.5300000000000000e+02,0,800402,0,800402,0,800402
2017,4.8100000000000000e+02,28854,61593,0,61593,0,90447
2017,5.4000000000000000e+02,23619,583748,0,583748,0,607367
2017,4.1000000000000000e+01,0,0,0,0,0,0
2017,5.1000000000000000e+02,0,11807309,0,11807309,0,11807309
2017,3.0500000000000000e+02,0,46832,0,46832,0,46832
2017,7.0800000000000000e+02,0,70191,0,70191,0,70191
2017,7.5500000000000000e+02,0,159452,0,159452,0,159452
2017,7.5000000000000000e+02,0,171298,0,171298,0,171298
2017,6.9600000000000000e+02,0,739154,0,739154,0,739154
2017,4.2100000000000000e+02,0,349889,0,349889,228071,577960
2017,8.2700000000000000e+02,0,0,0,0,0,0
2017,9.3300000000000000e+02,,498128,0,498128,0,498128
2017,1.0300000000000000e+03,34751,953028,0,953028,0,987779
2017,1.0030000000000000e+03,0,34853,0,34853,0,34853
2017,1.0500000000000000e+03,0,7380,0,7380,0,7380
2017,1.0430000000000000e+03,0,2206633,0,2206633,0,2206633
2017,1.1280000000000000e+03,0,431789,0,431789,0,431789
2017,1.1250000000000000e+03,17615,327465,0,327465,99367,444447
2017,1.1350000000000000e+03,0,799015,0,799015,0,799015
2017,9.3400000000000000e+02,0,1151834,0,1151834,0,1151834
2017,6.2900000000000000e+02,0,4421015,0,4421015,0,4421015
2017,2.1000000000000000e+01,0,54509,0,54509,9186,63695
2017,6.1500000000000000e+02,169762,598312,0,598312,0,768074
2017,6.2600000000000000e+02,16475,157896,0,157896,0,174371
2017,4.1700000000000000e+02,0,164139,0,164139,0,164139
2017,5.9700000000000000e+02,0,356718,0,356718,0,356718
2017,5.3900000000000000e+02,6194,628718,0,628718,0,634912
2017,3.4300000000000000e+02,2339,87657,0,87657,37720,127716
2017,1.3500000000000000e+02,2854,123559,0,123559,0,126413
2017,1.5800000000000000e+02,242489,1653397,130185,1523212,0,1895886
2017,7.7500000000000000e+02,0,850696,0,850696,0,850696
2017,1.7700000000000000e+02,0,1,0,1,0,1
2017,5.7800000000000000e+02,742,233551,0,233551,0,234293
2017,4.1600000000000000e+02,0,1114447,0,1114447,0,1114447
2017,5.6100000000000000e+02,0,911637,0,911637,0,919972
2017,6.2000000000000000e+01,0,85127,0,85127,0,85127
2017,8.2800000000000000e+02,0,28719,0,28719,0,28719
2017,8.6000000000000000e+02,23563,472588,0,472588,0,496151
2017,9.3500000000000000e+02,0,3400,0,3400,0,3400
2017,9.3600000000000000e+02,0,23815,0,23815,0,23815
2017,9.8600000000000000e+02,3974,135216,0,135216,0,139190
2017,9.8700000000000000e+02,0,151160,0,151160,0,151160
2017,1.0210000000000000e+03,0,16433,0,16433,0,16433
2017,1.0850000000000000e+03,103574,50478,0,50478,0,154052
2017,6.5800000000000000e+02,0,1049624,0,1049624,0,1049624
2017,3.5300000000000000e+02,0,71859,,71859,0,71859
2017,3.2300000000000000e+02,0,91720,0,91720,0,91720
2017,6.2000000000000000e+02,0,731454,0,731454,0,731454
2017,3.8400000000000000e+02,0,668310,0,668310,0,668310
2017,5.5400000000000000e+02,0,408605,0,408605,0,408605
2017,2.0900000000000000e+02,29784,226673,0,226673,0,256457
2017,7.0700000000000000e+02,0,1402313,0,1402313,0,1402313
2017,3.9500000000000000e+02,0,422395,0,422395,0,422395
2017,9.6900000000000000e+02,0,77880,0,77880,0,77880
2017,1.0520000000000000e+03,,25839,0,25839,0,25839
2017,7.3900000000000000e+02,0,0,0,0,2701600,2701600
2017,6.1300000000000000e+02,0,3617038,0,3617038,0,3617038
2017,5.9300000000000000e+02,0,2896857,0,2896857,0,2896857
2017,7.0400000000000000e+02,0,4077002,0,4077002,0,4077002
2017,4.9300000000000000e+02,0,190197,0,190197,0,190197
2017,6.8600000000000000e+02,361401,2827283,0,2827283,0,3188684
2017,2.5700000000000000e+02,121365,4817670,0,4817670,0,4939035
2017,4.9400000000000000e+02,7277,247619,3115,244504,0,254896
2017,6.8100000000000000e+02,1463,1426604,,1426604,0,1428067
2017,2.8600000000000000e+02,52138,2998577,0,2998577,0,3050715
2017,2.5500000000000000e+02,0,1732447,0,1732447,0,1732447
2017,7.9000000000000000e+01,0,0,0,0,103569,103569
2017,8.1000000000000000e+01,0,0,0,0,0,0
2017,6.8800000000000000e+02,0,0,0,0,1055554,1055554
2017,5.3100000000000000e+02,0,756821,0,756821,212407,969228
2017,5.1400000000000000e+02,0,203448,0,203448,0,203448
2017,4.9900000000000000e+02,87495,639826,0,639826,0,727321
2017,5.3200000000000000e+02,0,1407468,0,1407468,0,1407468
2017,1.9000000000000000e+02,0,213600,0,213600,180000,393600
2017,5.9800000000000000e+02,0,975217,0,975217,0,975217
2017,2.6000000000000000e+02,70341,3997514,0,3997514,0,4067855
2017,8.3800000000000000e+02,0,21291,0,21291,0,21291
2017,8.3900000000000000e+02,4803,346306,0,346306,0,351109
2017,8.5100000000000000e+02,0,8791,0,8791,0,8791
2017,8.5200000000000000e+02,218821,3046746,0,3046746,0,3265567
2017,9.8800000000000000e+02,0,56089,0,56089,0,56089
2017,1.0560000000000000e+03,631672,1215314,,1215314,0,1846986
2017,1.0440000000000000e+03,0,33309,0,33309,0,33309
2017,1.1140000000000000e+03,0,167196,0,167196,0,167196
2017,1.1290000000000000e+03,234495,12466301,0,12466301,0,12700796
2017,6.4400000000000000e+02,447193,2542010,0,2542010,0,2989203
2017,7.5200000000000000e+02,584067,5770432,2516348,3254084,5844,6360343
2017,2.3800000000000000e+02,0,815347,0,815347,0,815347
2017,3.2500000000000000e+02,50578,340719,0,340719,0,391297
2017,6.2200000000000000e+02,0,1023722,193539,830183,0,1023722
2017,8.7900000000000000e+02,0,185766,0,185766,0,185766
2017,9.0600000000000000e+02,2571,518881,0,518881,0,521452
2017,3.7000000000000000e+02,40984,847399,0,847399,0,888383
2017,4.1800000000000000e+02,54329,103119,0,103119,0,157448
2017,5.7400000000000000e+02,18513,153707,0,153707,85470,257690
2017,3.9900000000000000e+02,13528,110916,0,110916,0,124444
2017,1.9500000000000000e+02,0,306086,0,306086,0,306086
2017,7.8300000000000000e+02,410032,908977,0,908977,0,1319009
2017,2.6300000000000000e+02,52267,153971,0,153971,0,206238
2017,1.9400000000000000e+02,4639,56949,0,56949,0,61588
2017,2.1400000000000000e+02,0,20574,0,20574,0,20574
2017,7.8500000000000000e+02,443462,12244815,0,12244815,0,12688277
2017,7.8000000000000000e+02,77124,286347,0,286347,0,363471
2017,7.8200000000000000e+02,250726,453266,0,453266,0,703992
2017,3.6900000000000000e+02,38246,51033,0,51033,0,89279
2017,7.1300000000000000e+02,0,174398,0,174398,0,174398
2017,9.4100000000000000e+02,3025,1078,0,1078,0,4103
2017,1.0910000000000000e+03,111911,57264,0,57264,0,169175
2017,1.0450000000000000e+03,0,52986,0,52986,0,52986
2017,1.0860000000000000e+03,503444,91083,0,91083,0,594527
2017,9.3700000000000000e+02,2766,2955635,0,2955635,0,2958401
2017,1.0040000000000000e+03,0,30020,0,30020,0,30020
2017,7.3700000000000000e+02,0,2624126,0,2624126,150123,2774249
2017,7.6500000000000000e+02,0,131016,0,131016,0,131016
2017,3.2900000000000000e+02,0,944091,0,944091,0,944091
2017,8.7000000000000000e+01,0,106205,0,106205,0,106205
2017,5.2700000000000000e+02,0,336208,0,336208,0,336208
2017,5.6200000000000000e+02,77329,1832110,0,1832110,0,1909439
2017,2.5100000000000000e+02,,51117,0,51117,,51117
2017,1.2900000000000000e+02,3387,310542,0,310542,233950,547879
2017,1.5400000000000000e+02,499739,275595,0,275595,0,775334
2017,5.1600000000000000e+02,0,1420606,0,1420606,0,1420606
2017,1.8400000000000000e+02,0,162407,0,162407,0,162407
2017,6.5200000000000000e+02,0,0,0,0,0,0
2017,6.3700000000000000e+02,0,599240,0,599240,0,599240
2017,8.8000000000000000e+01,0,0,0,0,4839,4839
2017,9.0700000000000000e+02,195,3568,0,3568,0,3763
2017,9.7000000000000000e+02,1125,144459,0,144459,0,145584
2017,1.0190000000000000e+03,0,13171,0,13171,0,13171
2017,1.0160000000000000e+03,0,503033,0,503033,0,503033
2017,1.0470000000000000e+03,0,422276,0,422276,0,422276
2017,6.3500000000000000e+02,248362,1515194,0,1515194,0,1763556
