año,NCODI,Urg_altas,Urg_ingresos,Urg_traslados,Urg_exitus,Urg_total
2016,1.2000000000000000e+02,0,0,0,0,0
2016,4.4500000000000000e+02,0,0,0,0,0
2016,4.7100000000000000e+02,14130,1448,25,17,15620
2016,5.3000000000000000e+01,0,0,0,0,0
2016,1.9900000000000000e+02,6270,43,0,0,6313
2016,5.7500000000000000e+02,61335,6995,709,36,69075
2016,5.2800000000000000e+02,23981,3396,302,15,27694
2016,6.3100000000000000e+02,70926,9497,1118,68,81609
2016,6.9900000000000000e+02,74032,10711,885,64,85692
2016,8.2300000000000000e+02,11795,116,17,0,11928
2016,8.4900000000000000e+02,35415,2034,269,14,37732
2016,8.6900000000000000e+02,59562,1535,277,1,61375
2016,9.5500000000000000e+02,0,0,0,0,0
2016,9.8300000000000000e+02,0,0,0,0,0
2016,1.0020000000000000e+03,0,0,0,0,0
2016,1.0150000000000000e+03,160210,18480,459,101,179250
2016,5.1000000000000000e+01,0,0,0,0,0
2016,4.4100000000000000e+02,0,0,0,0,0
2016,3.2700000000000000e+02,0,0,0,0,0
2016,6.9000000000000000e+02,13884,1720,5,0,15609
2016,2.6200000000000000e+02,15398,1223,40,4,16665
2016,4.0300000000000000e+02,0,0,0,0,0
2016,3.1200000000000000e+02,0,0,0,0,0
2016,5.8900000000000000e+02,22533,3330,411,17,26291
2016,6.6500000000000000e+02,44947,5344,502,28,50821
2016,3.3400000000000000e+02,0,0,0,0,0
2016,1.0750000000000000e+03,156836,25965,704,98,183603
2016,7.5100000000000000e+02,77056,21426,151,144,98777
2016,1.8600000000000000e+02,33167,582,70,0,33819
2016,6.4600000000000000e+02,8404,2633,451,21,11509
2016,5.3600000000000000e+02,10878,2002,561,29,13470
2016,2.4200000000000000e+02,6175,452,51,2,6680
2016,4.9000000000000000e+02,0,0,0,0,0
2016,5.0000000000000000e+02,17681,1546,263,3,19493
2016,2.0600000000000000e+02,22765,176,0,0,22941
2016,5.8000000000000000e+01,5,41,0,0,46
2016,5.7200000000000000e+02,57037,13649,1089,63,71838
2016,1.8000000000000000e+02,0,0,0,0,0
2016,5.4900000000000000e+02,11467,1876,227,7,13577
2016,5.8200000000000000e+02,17835,3252,352,22,21461
2016,7.4300000000000000e+02,84840,13487,1743,194,100264
2016,7.9500000000000000e+02,0,0,0,0,0
2016,2.6900000000000000e+02,4896,35,10,3,4944
2016,6.3400000000000000e+02,22295,5795,451,18,28559
2016,1.0000000000000000e+00,13627,601,120,0,14348
2016,7.1700000000000000e+02,28914,5562,476,38,34990
2016,3.7300000000000000e+02,918,0,0,0,918
2016,5.3500000000000000e+02,26452,4859,503,30,31844
2016,8.2400000000000000e+02,119474,21599,3315,160,144548
2016,8.8800000000000000e+02,17488,2310,458,16,20272
2016,9.0200000000000000e+02,0,0,0,0,0
2016,9.6800000000000000e+02,0,0,0,0,0
2016,3.4600000000000000e+02,0,10,0,0,10
2016,2.7000000000000000e+01,0,0,0,0,0
2016,1.6500000000000000e+02,8759,209,82,2,9052
2016,9.5600000000000000e+02,36992,11128,329,57,48506
2016,4.1300000000000000e+02,0,0,0,0,0
2016,1.4900000000000000e+02,0,0,0,0,0
2016,6.1200000000000000e+02,46524,2770,469,2,49765
2016,5.5900000000000000e+02,1318,56,0,0,1374
2016,7.0000000000000000e+00,911,3,78,0,992
2016,2.8300000000000000e+02,46184,1562,187,5,47938
2016,3.7000000000000000e+01,0,0,0,0,0
2016,1.5300000000000000e+02,92034,952,223,0,93209
2016,5.4700000000000000e+02,56073,6191,185,30,62479
2016,3.9700000000000000e+02,0,0,0,0,0
2016,5.5600000000000000e+02,35198,4128,56,37,39419
2016,4.2000000000000000e+01,0,41,0,0,41
2016,3.1000000000000000e+01,0,0,0,0,0
2016,7.4000000000000000e+02,129241,17172,780,218,147411
2016,2.1700000000000000e+02,35107,3241,156,0,38504
2016,8.6300000000000000e+02,10709,1767,101,1,12578
2016,8.8900000000000000e+02,76506,10031,1024,431,87992
2016,9.8400000000000000e+02,36653,4232,1016,12,41913
2016,1.1060000000000000e+03,9430,262,43,0,9735
2016,3.4000000000000000e+01,0,0,0,0,0
2016,7.9100000000000000e+02,20271,2300,61,0,22632
2016,1.8100000000000000e+02,0,0,0,0,0
2016,4.3000000000000000e+02,1901,59,45,0,2005
2016,7.1500000000000000e+02,82584,11642,298,27,94551
2016,5.2100000000000000e+02,5342,1263,33,0,6638
2016,5.2400000000000000e+02,21247,1778,75,7,23107
2016,4.3200000000000000e+02,2670,388,14,0,3072
2016,1.9000000000000000e+01,25,0,0,0,25
2016,2.5000000000000000e+01,0,0,0,0,0
2016,2.6000000000000000e+01,0,0,0,0,0
2016,8.9000000000000000e+02,76523,14599,441,127,91690
2016,9.0400000000000000e+02,32896,3545,966,40,37447
2016,9.5700000000000000e+02,147410,26402,233,187,174232
2016,9.3900000000000000e+02,137709,19902,22,102,157735
2016,2.3600000000000000e+02,29576,1014,9,0,30599
2016,7.3500000000000000e+02,149138,16675,2483,437,168733
2016,1.4600000000000000e+02,0,0,0,0,0
2016,3.6300000000000000e+02,7227,332,39,1,7599
2016,1.8700000000000000e+02,8901,103,12,0,9016
2016,2.6500000000000000e+02,7610,202,0,0,7812
2016,2.9500000000000000e+02,27522,971,5,0,28498
2016,4.9600000000000000e+02,44882,12070,3704,37,60693
2016,7.7000000000000000e+01,0,0,0,0,0
2016,3.9100000000000000e+02,3611,593,11,0,4215
2016,2.4000000000000000e+02,29800,3079,4070,25,36974
2016,4.4800000000000000e+02,8901,628,192,16,9737
2016,1.5100000000000000e+02,0,0,0,0,0
2016,4.2500000000000000e+02,5792,346,107,13,6258
2016,3.0000000000000000e+02,28204,2293,33,0,30530
2016,3.3900000000000000e+02,26429,1907,123,1,28460
2016,8.7400000000000000e+02,22009,4167,18,62,26256
2016,9.0500000000000000e+02,74424,12571,4086,367,91448
2016,7.3600000000000000e+02,21350,148011,97,320,169778
2016,4.5900000000000000e+02,3649,15,0,0,3664
2016,3.2000000000000000e+02,0,0,0,0,0
2016,4.5000000000000000e+01,0,0,0,0,0
2016,6.1800000000000000e+02,37775,4405,706,46,42932
2016,4.6300000000000000e+02,99648,7837,1200,66,108751
2016,8.9100000000000000e+02,33190,2065,236,2,35493
2016,9.5800000000000000e+02,43919,7458,72,32,51481
2016,2.4400000000000000e+02,10775,434,16,0,11225
2016,2.8000000000000000e+01,0,0,0,0,0
2016,4.4400000000000000e+02,6635,285,70,0,6990
2016,4.7900000000000000e+02,0,0,0,0,0
2016,2.8500000000000000e+02,28642,1836,49,17,30544
2016,2.5300000000000000e+02,82223,2796,16,1,85036
2016,4.8100000000000000e+02,36948,1550,23,1,38522
2016,5.4000000000000000e+02,37336,6002,139,0,43477
2016,3.3200000000000000e+02,0,0,0,0,0
2016,4.1000000000000000e+01,0,0,0,0,0
2016,5.1000000000000000e+02,44559,966,74,0,45599
2016,3.0500000000000000e+02,39050,357,1546,16,40969
2016,7.0800000000000000e+02,63058,5966,484,124,69632
2016,7.5500000000000000e+02,268280,25335,4144,495,298254
2016,7.5000000000000000e+02,187393,22435,1199,238,211265
2016,6.9600000000000000e+02,115353,15499,777,145,131774
2016,4.2100000000000000e+02,18771,939,0,0,19710
2016,8.2700000000000000e+02,0,0,0,0,0
2016,9.3300000000000000e+02,92997,6143,1114,95,100349
2016,1.0300000000000000e+03,108947,4225,94,3,113269
2016,1.0030000000000000e+03,65071,51,2545,15,67682
2016,1.0500000000000000e+03,19361,100,739,10,20210
2016,1.0430000000000000e+03,62616,3204,21,0,65841
2016,1.1280000000000000e+03,53886,560,1558,15,56019
2016,9.3400000000000000e+02,25619,6170,111,28,31928
2016,6.2900000000000000e+02,78220,9646,1477,123,89466
2016,2.1000000000000000e+01,0,0,0,0,0
2016,6.1500000000000000e+02,55819,4529,448,18,60814
2016,6.2600000000000000e+02,15815,523,6,0,16344
2016,4.1700000000000000e+02,7531,0,0,0,7531
2016,5.9700000000000000e+02,16092,2097,220,12,18421
2016,5.3900000000000000e+02,75634,9973,649,74,86330
2016,3.4300000000000000e+02,21867,483,0,11,22361
2016,1.3500000000000000e+02,0,0,0,0,0
2016,1.5800000000000000e+02,3634,895,0,0,4529
2016,7.7500000000000000e+02,36562,7141,490,49,44242
2016,1.7700000000000000e+02,0,0,0,0,0
2016,5.7800000000000000e+02,22048,378,290,0,22716
2016,4.1600000000000000e+02,25898,285,62,0,26245
2016,5.6100000000000000e+02,31613,3349,306,105,35373
2016,6.2000000000000000e+01,0,0,0,0,0
2016,8.2800000000000000e+02,0,0,0,0,0
2016,8.6000000000000000e+02,36999,875,592,12,38478
2016,9.3500000000000000e+02,0,0,0,0,0
2016,9.3600000000000000e+02,0,0,0,0,0
2016,9.8600000000000000e+02,859,176,0,0,1035
2016,9.8700000000000000e+02,68734,3528,1237,83,73582
2016,1.0210000000000000e+03,0,0,0,0,0
2016,1.0850000000000000e+03,0,0,0,0,0
2016,6.5800000000000000e+02,29014,5481,192,17,34704
2016,3.5300000000000000e+02,0,0,0,0,0
2016,3.2300000000000000e+02,0,0,0,0,0
2016,6.2000000000000000e+02,18133,3443,190,9,21775
2016,3.8400000000000000e+02,0,0,0,0,0
2016,5.5400000000000000e+02,61664,7440,121,231,69456
2016,2.0900000000000000e+02,13590,527,0,1,14118
2016,7.0700000000000000e+02,137276,23948,61,101,161386
2016,3.9500000000000000e+02,5581,52,0,0,5633
2016,9.6900000000000000e+02,40367,1061,171,1,41600
2016,1.0520000000000000e+03,0,0,0,0,0
2016,7.3900000000000000e+02,227133,26100,6609,106,259948
2016,6.1300000000000000e+02,109792,17582,674,56,128104
2016,5.9300000000000000e+02,50467,9112,985,53,60617
2016,7.0400000000000000e+02,143885,14703,988,103,159679
2016,4.9300000000000000e+02,0,0,0,0,0
2016,6.8600000000000000e+02,121403,14678,741,76,136898
2016,2.5700000000000000e+02,70115,4304,44,2,74465
2016,4.9400000000000000e+02,0,0,0,0,0
2016,6.8100000000000000e+02,5361,1898,6,2,7267
2016,2.8600000000000000e+02,17232,2144,21339,0,40715
2016,2.5500000000000000e+02,69730,2225,31,0,71986
2016,7.9000000000000000e+01,0,0,0,0,0
2016,8.1000000000000000e+01,0,0,0,0,0
2016,6.8800000000000000e+02,67272,10862,650,63,78847
2016,5.3100000000000000e+02,54153,7879,527,84,62643
2016,5.1400000000000000e+02,24630,1788,543,10,26971
2016,4.9900000000000000e+02,9333,2137,53,0,11523
2016,5.3200000000000000e+02,63982,6770,822,54,71628
2016,1.9000000000000000e+02,0,0,0,0,0
2016,5.9800000000000000e+02,22784,2515,597,54,25950
2016,2.6000000000000000e+02,112464,8152,178,5,120799
2016,8.3800000000000000e+02,15066,320,13,0,15399
2016,8.3900000000000000e+02,7170,31,14,0,7215
2016,8.5100000000000000e+02,0,0,0,0,0
2016,8.5200000000000000e+02,99640,15082,172,105,114999
2016,9.8800000000000000e+02,0,0,0,0,0
2016,1.0560000000000000e+03,96890,10804,233,65,107992
2016,1.0440000000000000e+03,0,0,0,0,0
2016,1.1140000000000000e+03,29706,3278,797,18,33799
2016,6.4400000000000000e+02,99883,15969,286,50,116188
2016,7.5200000000000000e+02,87368,13186,1076,75,101705
2016,2.3800000000000000e+02,14382,913,60,2,15357
2016,3.2500000000000000e+02,0,0,0,0,0
2016,6.2200000000000000e+02,24662,2967,355,19,28003
2016,8.7900000000000000e+02,7820,167,24,0,8011
2016,9.0600000000000000e+02,49264,1360,66,0,50690
2016,3.7000000000000000e+02,1435,4434,59,44,5972
2016,4.1800000000000000e+02,6687,695,28,0,7410
2016,5.7400000000000000e+02,9080,213,0,0,9293
2016,3.9900000000000000e+02,0,0,0,0,0
2016,1.9500000000000000e+02,2917,0,0,0,2917
2016,7.8300000000000000e+02,107159,21192,1256,244,129851
2016,2.6300000000000000e+02,13252,1165,45,0,14462
2016,1.9400000000000000e+02,3556,1,0,0,3557
2016,2.1400000000000000e+02,4016,94,0,0,4110
2016,7.8500000000000000e+02,177581,25739,2464,414,206198
2016,7.8000000000000000e+02,35251,3538,503,24,39316
2016,7.8200000000000000e+02,88501,12623,2740,172,104036
2016,3.6900000000000000e+02,0,0,0,0,0
2016,7.1300000000000000e+02,38255,151,192,247,38845
2016,9.4100000000000000e+02,305,196,13,0,514
2016,1.0910000000000000e+03,0,0,0,0,0
2016,1.0450000000000000e+03,32311,1066,5,0,33382
2016,1.0860000000000000e+03,71041,5267,641,0,76949
2016,9.3700000000000000e+02,58687,12432,450,84,71653
2016,1.0040000000000000e+03,6933,453,157,0,7543
2016,7.3700000000000000e+02,115735,16170,833,85,132823
2016,7.6500000000000000e+02,170395,27759,2069,161,200384
2016,3.2900000000000000e+02,71207,6986,1766,51,80010
2016,8.7000000000000000e+01,0,0,0,0,0
2016,5.2700000000000000e+02,19326,806,535,4,20671
2016,5.6200000000000000e+02,23863,1161,78,1,25103
2016,2.5100000000000000e+02,26923,1499,103,3,28528
2016,1.2900000000000000e+02,0,0,0,0,0
2016,1.5400000000000000e+02,0,0,0,0,0
2016,5.1600000000000000e+02,46136,5290,0,0,51426
2016,1.8400000000000000e+02,12807,2420,340,0,15567
2016,6.5200000000000000e+02,11074,1686,102,0,12862
2016,6.3700000000000000e+02,20626,2991,290,13,23920
2016,8.8000000000000000e+01,0,0,0,0,0
2016,9.0700000000000000e+02,0,0,0,0,0
2016,9.7000000000000000e+02,0,0,0,0,0
2016,1.0190000000000000e+03,1991,480,337,5,2813
2016,1.0160000000000000e+03,51810,932,63,0,52805
2016,1.0470000000000000e+03,66484,5263,17,43,71807
2016,6.3500000000000000e+02,57622,6107,13,38,63780
