año,NCODI,camas_instalada,incubadoras_instalada,paritorios_instalada,quirofanos_instalada,salasHemo_instalada,camas_funcionamiento,incubadoras_funcionamiento,paritorios_funcionamiento,quirofanos_funcionamiento,salasHemo_funcionamiento,salas_rx_Hospital,salas_rx_CEP,puesto_HDia_medico,puesto_HDia_psiquiatrico,puesto_HDia_geriatrico,integradasPuestos_HDia_CMA,propiasPuestos_HDia_CMA,propiasQuirofanos_HDia_CMA
2016,9.4900000000000000e+02,1254,80,8,50,3,1153,78,8,45,3,23,8,118,68,8,48,0,0
2016,9.8000000000000000e+02,124,14,2,6,1,116,14,2,6,1,3,0,7,0,0,6,0,0
2016,9.8100000000000000e+02,53,0,0,5,0,48,0,0,5,0,1,0,1,0,0,12,8,2
2016,1.0240000000000000e+03,224,14,2,16,1,186,9,2,12,1,2,0,26,0,0,0,17,0
2016,1.0170000000000000e+03,43,0,0,0,0,43,0,0,0,0,0,0,10,0,0,0,0,0
2016,1.0000000000000000e+03,198,0,0,12,1,169,0,0,9,1,3,0,34,0,0,7,0,0
2016,1.0180000000000000e+03,152,4,4,8,1,131,2,4,8,1,2,0,17,1,1,0,0,0
2016,1.0010000000000000e+03,82,7,2,10,1,56,5,2,9,1,2,0,0,0,0,0,0,0
2016,1.0070000000000000e+03,271,12,7,12,0,256,10,7,10,0,10,0,18,30,0,0,20,4
2016,1.0080000000000000e+03,228,8,3,7,0,216,8,3,7,0,4,0,23,0,0,0,20,0
2016,1.0090000000000000e+03,269,10,8,13,0,243,10,5,12,0,8,0,50,16,0,21,9,0
2016,1.0100000000000000e+03,132,0,3,5,0,128,8,3,5,0,4,0,13,0,0,0,18,0
2016,1.0110000000000000e+03,98,4,2,5,0,89,4,2,4,0,3,0,9,0,0,18,0,0
2016,1.0120000000000000e+03,188,8,8,9,0,175,6,6,9,0,5,0,24,0,0,0,13,0
2016,1.0130000000000000e+03,613,24,12,21,2,521,24,12,18,2,10,0,62,25,0,42,0,0
2016,1.0410000000000000e+03,160,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0
2016,1.0730000000000000e+03,250,10,8,10,1,168,7,8,10,1,3,0,20,15,0,12,26,10
2016,1.0870000000000000e+03,364,6,6,12,1,309,4,6,12,1,4,0,56,0,0,0,0,0
2016,1.1090000000000000e+03,181,5,4,9,1,162,4,4,7,1,3,0,30,0,0,0,4,0
2016,1.1100000000000000e+03,164,8,6,8,1,102,8,6,8,1,5,0,7,0,0,2,2,2
2016,1.1120000000000000e+03,20,0,0,3,0,10,0,0,3,0,1,0,4,0,0,0,0,0
2016,7.8900000000000000e+02,391,0,0,0,0,391,0,0,0,0,0,0,0,0,0,0,0,0
2016,3.2600000000000000e+02,154,0,0,0,0,154,0,0,0,0,0,0,0,3,0,0,0,0
2016,4.4200000000000000e+02,104,6,3,7,1,104,6,3,7,1,1,0,1,0,0,0,1,0
2016,2.9400000000000000e+02,128,2,1,5,1,128,2,1,5,1,1,0,9,0,0,1,0,0
2016,3.7800000000000000e+02,57,2,2,5,0,42,1,2,5,0,1,0,2,0,0,4,0,0
2016,4.0200000000000000e+02,99,0,0,7,1,68,0,0,7,1,3,0,0,0,0,0,0,0
2016,2.9000000000000000e+01,185,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0
2016,4.5000000000000000e+02,32,0,0,4,0,3,0,0,4,0,1,0,0,0,0,5,0,0
2016,6.5600000000000000e+02,172,4,2,6,0,137,4,2,6,0,3,0,20,12,0,0,12,4
2016,3.3300000000000000e+02,72,2,1,5,1,72,2,1,5,1,1,0,6,0,0,0,0,0
2016,6.6800000000000000e+02,149,5,2,6,0,135,5,2,6,0,5,0,7,0,0,0,8,2
2016,6.8400000000000000e+02,193,4,2,7,0,189,4,2,7,0,6,0,14,4,0,7,0,0
2016,4.2200000000000000e+02,90,0,0,4,1,46,0,0,3,1,1,0,5,0,0,0,2,1
2016,7.6300000000000000e+02,991,66,13,33,2,1002,66,13,32,2,22,2,48,0,0,60,3,3
2016,7.4100000000000000e+02,593,8,5,20,2,517,8,5,20,2,19,15,83,8,0,69,0,0
2016,5.5300000000000000e+02,398,22,6,11,1,378,22,6,11,1,6,1,28,0,0,0,6,0
2016,3.5700000000000000e+02,202,2,1,5,0,80,0,0,5,0,2,0,0,0,0,,12,1
2016,8.9900000000000000e+02,70,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0
2016,9.0000000000000000e+02,13,0,0,2,0,12,0,0,2,0,1,0,0,0,0,2,0,0
2016,9.3200000000000000e+02,18,0,0,3,0,18,0,0,3,0,1,0,3,0,0,0,0,0
2016,9.5000000000000000e+02,6,0,0,1,0,6,0,0,1,0,1,0,0,0,0,0,0,0
2016,9.6600000000000000e+02,46,2,1,2,1,25,1,1,2,1,2,0,0,0,0,0,0,1
2016,9.6700000000000000e+02,15,0,0,0,0,9,0,0,0,0,0,0,20,0,0,0,0,0
2016,9.8200000000000000e+02,131,1,0,6,1,116,0,0,5,1,4,0,11,0,0,4,11,2
2016,1.0140000000000000e+03,19,0,0,3,0,19,0,0,3,0,3,0,1,0,0,0,0,0
2016,1.0800000000000000e+03,105,8,2,7,1,105,8,2,7,1,2,0,8,0,0,0,6,1
2016,1.0740000000000000e+03,12,0,0,2,0,12,0,0,2,0,1,0,1,0,0,0,0,0
2016,1.0840000000000000e+03,8,0,0,3,0,7,0,0,2,0,1,0,2,0,0,0,2,3
2016,1.1130000000000000e+03,20,1,2,3,0,7,1,1,2,0,1,0,4,0,0,6,1,3
2016,7.2200000000000000e+02,901,78,12,29,3,901,74,12,26,3,10,3,69,0,0,14,11,2
2016,6.6000000000000000e+02,339,0,0,12,0,313,0,0,9,0,5,0,10,0,0,21,0,0
2016,7.5000000000000000e+01,96,0,0,0,0,96,0,0,0,0,0,0,0,40,0,0,0,0
2016,2.4900000000000000e+02,131,3,2,7,1,131,3,2,7,1,3,0,1,0,0,7,0,0
2016,2.7500000000000000e+02,94,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0
2016,2.2700000000000000e+02,123,6,4,10,1,120,6,4,10,1,2,0,13,0,0,0,0,2
2016,1.5000000000000000e+02,76,0,0,4,0,76,0,0,4,0,2,0,0,0,0,4,0,0
2016,4.7000000000000000e+01,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
2016,1.7200000000000000e+02,142,0,0,6,0,142,0,0,6,0,1,0,6,0,0,6,0,1
2016,5.8100000000000000e+02,105,3,2,4,0,103,3,2,4,0,4,0,1,0,0,1,0,0
2016,1.2000000000000000e+02,39,0,0,1,0,39,0,0,1,0,1,0,0,0,0,0,1,1
2016,4.4500000000000000e+02,162,0,0,2,0,140,0,0,2,0,0,0,0,0,0,0,0,0
2016,4.7100000000000000e+02,309,0,0,7,0,281,0,0,7,0,2,0,0,0,0,0,0,0
2016,5.3000000000000000e+01,80,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0
2016,1.9900000000000000e+02,175,0,0,3,0,175,0,0,3,0,1,0,0,0,0,4,0,0
2016,5.7500000000000000e+02,183,6,7,10,0,183,6,7,10,0,4,0,9,0,0,9,0,0
2016,5.2800000000000000e+02,96,6,3,5,0,96,6,3,4,0,3,1,2,0,0,5,0,0
2016,6.3100000000000000e+02,287,7,2,5,0,250,7,2,3,0,4,2,12,0,0,6,0,1
2016,6.9900000000000000e+02,394,0,0,10,0,369,0,0,10,0,9,2,36,0,0,37,0,0
2016,8.2300000000000000e+02,30,0,0,3,0,30,0,0,3,0,2,0,0,0,0,3,0,0
2016,8.4900000000000000e+02,142,0,0,5,0,85,0,0,5,0,3,0,0,0,0,6,0,0
2016,8.6900000000000000e+02,100,0,0,4,0,90,0,0,4,0,3,0,0,0,0,0,0,0
2016,9.5500000000000000e+02,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
2016,9.8300000000000000e+02,222,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0
2016,1.0020000000000000e+03,60,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0
2016,1.0150000000000000e+03,646,14,8,25,2,576,14,8,25,2,22,0,69,0,0,43,0,0
2016,5.1000000000000000e+01,28,0,0,0,0,28,0,0,0,0,0,0,0,32,0,0,0,0
2016,4.4100000000000000e+02,190,0,0,7,0,190,0,0,7,0,3,0,0,0,0,0,0,0
2016,3.2700000000000000e+02,226,0,0,0,0,224,0,0,0,0,0,0,0,40,20,0,0,0
2016,6.9000000000000000e+02,241,4,2,17,1,220,4,2,15,1,3,0,24,0,0,2,0,0
2016,2.6200000000000000e+02,72,2,2,7,0,72,2,2,7,0,2,0,4,0,0,0,6,0
2016,4.0300000000000000e+02,5,0,0,2,0,5,0,0,2,0,1,0,0,0,0,0,0,0
2016,3.1200000000000000e+02,148,0,0,0,0,148,0,0,0,0,0,0,0,15,0,0,0,0
2016,5.8900000000000000e+02,91,2,1,4,0,86,2,1,4,0,6,0,6,0,0,6,0,0
2016,6.6500000000000000e+02,190,3,2,5,0,172,3,2,5,0,4,0,1,0,0,0,0,0
2016,3.3400000000000000e+02,21,0,0,0,0,21,0,0,0,0,0,0,1,1,1,0,0,0
2016,1.0750000000000000e+03,1097,28,3,33,1,959,28,3,33,1,21,0,76,139,0,0,23,0
2016,7.5100000000000000e+02,855,13,2,22,1,835,13,2,20,1,10,3,78,20,0,0,23,4
2016,1.8600000000000000e+02,43,1,0,3,1,43,1,0,3,1,3,0,0,0,0,0,0,0
2016,6.4600000000000000e+02,100,2,1,2,0,100,2,1,2,0,3,0,10,0,0,2,1,2
2016,5.3600000000000000e+02,79,1,1,3,0,79,1,1,3,0,5,0,8,0,0,3,1,1
2016,2.4200000000000000e+02,49,2,1,2,0,49,1,1,2,0,2,0,0,0,0,0,0,0
2016,4.9000000000000000e+02,194,0,0,4,0,173,0,0,3,0,1,0,3,0,15,14,0,0
2016,5.0000000000000000e+02,105,3,2,6,1,105,2,2,6,1,4,0,8,0,0,7,0,0
2016,2.0600000000000000e+02,48,0,0,3,0,48,0,0,3,0,1,0,0,0,0,0,0,0
2016,5.8000000000000000e+01,36,0,0,0,0,27,0,0,0,0,0,0,0,5,0,0,0,0
2016,5.7200000000000000e+02,436,12,4,11,0,368,12,4,9,0,10,0,17,50,0,12,0,0
2016,1.8000000000000000e+02,92,0,0,2,0,82,0,0,2,0,1,0,0,0,0,0,0,0
2016,5.4900000000000000e+02,103,3,2,3,0,103,3,2,3,0,6,0,6,0,0,0,0,0
2016,5.8200000000000000e+02,105,3,1,3,0,101,3,1,3,0,3,0,4,0,0,2,0,0
2016,7.4300000000000000e+02,457,15,2,14,1,433,15,2,13,1,7,3,41,0,0,20,0,0
2016,7.9500000000000000e+02,120,0,0,5,0,110,0,0,5,0,1,0,0,0,0,7,8,0
2016,2.6900000000000000e+02,24,0,0,3,0,24,0,0,3,0,1,0,0,0,0,0,0,0
2016,6.3400000000000000e+02,261,0,0,6,0,195,0,0,6,0,3,0,6,0,0,0,0,0
2016,1.0000000000000000e+00,66,2,1,4,0,45,2,1,4,0,1,0,2,0,0,0,0,0
2016,7.1700000000000000e+02,214,8,2,5,0,201,8,2,4,0,4,0,7,15,0,8,0,0
2016,3.7300000000000000e+02,140,0,0,0,0,138,0,0,0,0,1,0,0,0,0,0,0,0
2016,5.3500000000000000e+02,176,3,3,7,0,146,3,3,5,0,7,0,9,20,0,0,14,0
2016,8.2400000000000000e+02,989,32,6,33,2,953,32,6,27,2,43,8,113,12,0,46,1,1
2016,8.8800000000000000e+02,90,2,1,3,0,90,2,1,3,0,2,0,0,0,0,0,0,0
2016,9.0200000000000000e+02,19,0,0,0,0,19,0,0,0,0,1,0,0,0,0,0,0,0
2016,9.6800000000000000e+02,42,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0
2016,3.4600000000000000e+02,206,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0
2016,2.7000000000000000e+01,97,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0
2016,1.6500000000000000e+02,44,1,1,2,0,44,1,1,2,0,1,0,2,0,0,1,2,2
2016,9.5600000000000000e+02,495,12,2,12,0,463,12,2,9,0,10,0,16,12,0,0,19,0
2016,4.1300000000000000e+02,53,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0
2016,1.4900000000000000e+02,69,0,0,3,0,66,0,0,3,0,1,0,0,0,0,16,,0
2016,6.1200000000000000e+02,154,7,3,7,1,154,7,3,7,1,9,0,6,0,0,0,0,0
2016,5.5900000000000000e+02,116,0,0,4,0,79,0,0,3,0,1,0,0,0,0,1,0,0
2016,7.0000000000000000e+00,134,0,0,5,0,125,0,0,5,0,1,0,0,0,0,0,0,0
2016,2.8300000000000000e+02,162,0,0,8,1,162,0,0,8,1,6,0,6,0,0,0,0,0
2016,3.7000000000000000e+01,71,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
2016,1.5300000000000000e+02,195,0,0,8,1,161,0,0,8,1,8,0,0,0,0,0,0,0
2016,2.9500000000000000e+02,88,0,0,5,0,46,0,0,5,0,2,0,6,0,0,0,0,0
2016,4.9600000000000000e+02,256,4,2,5,1,164,2,2,4,1,3,0,0,0,0,0,0,0
2016,7.7000000000000000e+01,99,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
2016,3.9100000000000000e+02,31,0,0,2,0,31,0,0,2,0,1,0,0,0,0,0,0,0
2016,2.4000000000000000e+02,195,2,1,4,0,195,2,1,4,0,2,0,0,0,0,0,0,0
2016,4.4800000000000000e+02,40,2,1,2,0,40,2,1,2,0,1,0,3,0,0,2,0,0
2016,1.5100000000000000e+02,144,0,0,0,0,144,0,0,0,0,1,0,0,0,0,0,0,0
2016,4.2500000000000000e+02,32,3,1,2,0,28,3,1,2,0,1,0,0,0,0,0,0,0
2016,3.0000000000000000e+02,67,0,0,2,0,67,0,0,2,0,2,0,0,0,0,0,0,0
2016,3.3900000000000000e+02,104,1,1,5,1,48,1,1,5,1,3,0,0,0,0,0,0,0
2016,8.7400000000000000e+02,198,3,2,5,0,198,3,2,5,0,6,1,3,0,0,0,0,0
2016,9.0500000000000000e+02,832,18,4,21,3,784,18,4,19,3,7,6,45,0,0,0,25,7
2016,7.3600000000000000e+02,910,24,10,32,2,908,23,7,32,2,14,0,39,72,0,49,0,0
2016,4.5900000000000000e+02,30,0,0,2,0,30,0,0,2,0,1,0,0,0,0,0,0,0
2016,3.2000000000000000e+02,125,0,0,4,0,116,0,0,4,0,1,0,0,0,1,0,6,4
2016,4.5000000000000000e+01,403,0,0,0,0,403,0,0,0,0,0,0,0,140,57,0,0,0
2016,6.1800000000000000e+02,132,2,1,5,0,115,2,1,5,0,5,1,12,0,0,20,0,0
2016,4.6300000000000000e+02,301,0,2,10,0,250,0,0,7,0,6,3,39,15,0,22,0,0
2016,8.9100000000000000e+02,105,2,3,7,0,92,2,3,7,0,3,0,0,0,0,0,0,0
2016,9.5800000000000000e+02,375,10,2,10,0,314,10,2,9,0,10,0,30,0,10,18,0,0
2016,2.4400000000000000e+02,48,1,1,2,0,48,1,1,2,0,2,0,4,0,0,0,0,0
2016,2.8000000000000000e+01,56,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0
2016,4.4400000000000000e+02,27,0,0,5,0,27,0,0,5,0,1,0,2,0,0,0,0,0
2016,4.7900000000000000e+02,63,0,0,2,0,63,0,0,0,0,1,0,0,0,0,0,36,2
2016,2.8500000000000000e+02,91,5,1,5,1,91,1,1,5,1,2,0,7,0,0,0,0,0
2016,2.5300000000000000e+02,140,12,5,10,1,140,8,5,10,1,6,0,0,0,0,2,18,3
2016,4.8100000000000000e+02,70,3,3,6,1,50,2,2,5,1,3,0,0,0,0,0,0,4
2016,5.4000000000000000e+02,121,5,3,8,1,120,5,3,8,1,5,0,0,0,0,0,0,0
2016,3.3200000000000000e+02,10,0,0,2,0,10,0,0,2,0,0,0,0,0,0,0,0,0
2016,4.1000000000000000e+01,60,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0
2016,5.1000000000000000e+02,93,0,0,5,0,42,0,0,5,0,4,0,1,1,0,1,1,1
2016,3.0500000000000000e+02,12,0,0,2,0,12,0,0,0,0,1,0,2,0,0,0,0,0
2016,9.3600000000000000e+02,35,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0
2016,9.8600000000000000e+02,45,0,0,0,0,45,0,0,0,0,0,0,0,40,0,0,0,0
2016,9.8700000000000000e+02,120,1,1,4,0,120,1,1,4,0,6,0,8,0,0,0,0,0
2016,1.0210000000000000e+03,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
2016,1.0850000000000000e+03,70,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0
2016,6.5800000000000000e+02,215,4,2,5,0,204,4,2,5,0,4,0,12,0,0,0,7,0
2016,3.5300000000000000e+02,50,0,0,0,0,38,0,0,0,0,1,0,0,0,15,0,0,0
2016,3.2300000000000000e+02,150,0,0,0,0,150,0,0,0,0,0,0,0,20,0,0,0,0
2016,6.2000000000000000e+02,125,4,2,3,0,125,4,2,3,0,3,0,10,0,0,0,0,0
2016,3.8400000000000000e+02,210,0,0,1,0,185,0,0,1,0,4,0,3,0,0,0,0,0
2016,5.5400000000000000e+02,310,12,2,10,0,252,9,2,10,0,9,0,16,15,0,0,0,0
2016,2.0900000000000000e+02,15,0,0,2,0,15,0,0,2,0,2,0,0,0,0,0,0,0
2016,7.0700000000000000e+02,953,39,3,29,2,859,39,3,23,2,7,7,37,20,12,0,0,0
2016,3.9500000000000000e+02,10,0,0,1,0,10,0,0,1,0,1,0,0,0,0,0,1,1
2016,9.6900000000000000e+02,118,0,0,4,0,48,0,0,4,0,2,0,5,0,0,0,0,0
2016,1.0520000000000000e+03,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
2016,7.3900000000000000e+02,1050,54,8,40,3,962,54,8,40,3,46,4,79,30,0,0,56,0
2016,6.1300000000000000e+02,517,6,2,19,1,463,6,2,19,1,6,4,26,0,0,0,16,4
2016,5.9300000000000000e+02,280,0,0,10,0,278,0,0,10,0,6,1,18,0,0,19,0,0
2016,7.0400000000000000e+02,582,22,3,16,2,546,22,3,16,2,9,4,41,0,0,24,0,0
2016,4.9300000000000000e+02,33,0,0,6,0,33,0,0,6,0,2,0,0,0,0,0,30,0
2016,6.8600000000000000e+02,501,8,1,27,2,468,6,1,25,2,5,0,50,0,0,30,23,6
2016,2.5700000000000000e+02,192,18,3,12,1,163,18,3,12,1,2,0,0,0,0,0,0,0
2016,4.9400000000000000e+02,46,0,0,5,0,46,0,0,3,0,1,0,0,0,0,0,0,0
2016,6.8100000000000000e+02,140,0,0,8,0,115,0,0,8,0,2,0,37,0,0,0,0,0
2016,2.8600000000000000e+02,98,10,2,11,1,90,4,2,10,1,3,0,0,0,0,0,0,0
2016,2.5500000000000000e+02,79,12,1,7,1,79,12,1,7,1,3,0,9,0,0,11,3,0
2016,7.9000000000000000e+01,40,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0
2016,8.1000000000000000e+01,76,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0
2016,6.8800000000000000e+02,315,6,2,8,0,287,6,2,8,0,5,0,18,0,0,12,16,0
2016,5.3100000000000000e+02,241,7,2,8,0,227,7,2,8,0,6,2,23,0,0,0,8,0
2016,5.1400000000000000e+02,56,0,1,3,0,38,0,1,3,0,3,0,2,0,0,0,14,0
2016,4.9900000000000000e+02,230,0,0,8,0,105,0,0,7,0,3,0,0,0,0,0,0,0
2016,5.3200000000000000e+02,252,4,2,11,0,242,4,2,11,0,7,1,17,0,0,15,0,0
2016,1.9000000000000000e+02,183,0,0,0,0,141,0,0,0,0,3,0,0,0,0,0,0,0
2016,5.9800000000000000e+02,113,3,1,3,0,83,3,1,3,0,5,0,8,0,0,0,6,0
2016,2.6000000000000000e+02,300,10,6,20,1,200,8,6,20,1,5,0,0,0,0,0,0,0
2016,8.3800000000000000e+02,11,0,0,1,0,11,0,0,1,0,1,0,0,0,0,0,0,0
2016,8.3900000000000000e+02,96,2,1,4,0,31,0,0,4,0,1,0,16,0,0,0,0,0
2016,8.5100000000000000e+02,7,0,0,2,0,7,0,0,2,0,0,0,0,0,0,2,0,0
2016,8.5200000000000000e+02,301,4,5,14,1,301,4,5,14,1,3,5,16,1,0,0,30,3
2016,9.8800000000000000e+02,125,0,0,0,0,125,0,0,0,0,1,0,12,20,0,0,0,0
2016,1.0560000000000000e+03,348,7,2,12,1,252,7,2,12,1,4,4,24,0,0,5,0,0
2016,1.0440000000000000e+03,57,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
2016,1.1140000000000000e+03,96,0,0,6,0,96,0,0,5,0,3,1,6,0,0,6,0,0
2016,6.4400000000000000e+02,646,17,6,19,0,590,17,6,19,0,9,2,26,45,0,23,0,2
2016,7.5200000000000000e+02,777,8,2,17,2,669,8,2,17,2,16,8,34,30,0,0,0,0
2016,2.3800000000000000e+02,75,0,0,10,0,75,0,0,10,0,3,0,5,0,0,18,0,10
2016,3.2500000000000000e+02,242,0,0,0,0,242,0,0,0,0,0,0,0,5,0,0,0,0
2016,6.2200000000000000e+02,119,3,2,4,0,102,3,2,3,0,2,0,2,0,0,0,0,0
2016,8.7900000000000000e+02,92,0,0,4,0,92,0,0,4,0,1,0,0,0,0,0,0,0
2016,9.0600000000000000e+02,95,5,1,4,1,95,5,1,4,1,1,0,7,0,0,0,0,0
2016,3.7000000000000000e+02,245,0,0,0,0,185,0,0,0,0,2,0,0,0,4,0,0,0
2016,4.1800000000000000e+02,44,0,0,3,0,44,0,0,3,0,2,0,0,0,0,0,0,0
2016,5.7400000000000000e+02,23,0,0,2,0,23,0,0,2,0,2,0,0,0,0,0,0,0
2016,3.9900000000000000e+02,70,0,0,5,0,70,0,0,5,0,1,0,2,0,0,2,2,1
2016,1.9500000000000000e+02,40,0,0,3,0,38,0,0,3,0,1,0,0,0,0,0,0,0
2016,7.8300000000000000e+02,683,15,5,18,1,663,15,5,17,1,10,20,49,4,0,36,10,2
2016,2.6300000000000000e+02,74,0,0,6,0,67,0,0,6,0,1,0,11,0,0,0,10,0
2016,1.9400000000000000e+02,48,0,0,3,0,30,0,0,2,0,1,0,0,0,0,0,0,0
2016,2.1400000000000000e+02,30,0,0,3,0,21,0,0,3,0,1,0,0,0,0,0,0,0
2016,7.8500000000000000e+02,912,24,8,33,2,865,24,8,28,2,11,14,105,12,0,21,0,0
2016,7.8000000000000000e+02,112,0,0,6,0,98,0,0,6,0,2,5,23,0,0,15,0,1
2016,7.8200000000000000e+02,394,0,0,17,1,364,0,0,17,1,8,5,32,10,0,38,0,0
2016,3.6900000000000000e+02,179,0,0,0,0,127,0,0,0,0,1,0,0,0,0,0,0,0
2016,7.1300000000000000e+02,100,0,0,5,0,94,0,0,5,0,4,0,0,0,0,0,11,0
2016,9.4100000000000000e+02,24,0,0,0,0,24,0,0,0,0,0,0,0,3,0,0,0,0
2016,1.0910000000000000e+03,368,0,0,0,0,371,0,0,0,0,0,0,0,441,0,0,0,0
2016,1.0450000000000000e+03,110,3,2,7,1,65,3,1,4,1,2,0,1,0,0,9,0,0
2016,1.0860000000000000e+03,171,4,2,12,1,120,2,2,10,1,3,0,11,0,0,18,0,0
2016,9.3700000000000000e+02,600,4,4,15,0,427,4,4,15,0,13,0,24,11,0,0,34,0
2016,1.0040000000000000e+03,44,3,1,3,0,44,3,1,3,0,0,0,1,0,0,0,0,0
2016,7.3700000000000000e+02,808,7,3,18,1,758,7,3,17,1,8,4,16,15,0,17,0,0
2016,7.6500000000000000e+02,1235,27,3,36,2,1148,27,3,36,2,24,4,68,0,0,0,0,5
2016,3.2900000000000000e+02,260,0,0,7,0,234,0,0,6,0,3,5,6,0,0,19,0,0
2016,8.7000000000000000e+01,172,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0
2016,5.2700000000000000e+02,151,0,0,8,0,139,0,0,6,0,2,0,0,0,18,0,21,0
2016,5.6200000000000000e+02,112,0,0,7,1,107,0,0,7,1,3,0,0,0,0,0,0,0
2016,2.5100000000000000e+02,90,2,3,7,1,90,2,3,7,1,3,0,0,0,0,0,0,0
2016,1.2900000000000000e+02,275,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0
2016,1.5400000000000000e+02,184,0,0,0,0,184,0,0,0,0,1,0,0,0,25,0,0,0
2016,5.1600000000000000e+02,113,4,1,8,1,113,4,1,8,1,2,0,7,0,0,0,0,0
2016,1.8400000000000000e+02,32,0,0,4,0,32,0,0,4,0,1,0,0,0,0,0,0,0
2016,6.5200000000000000e+02,200,0,0,5,0,116,0,0,5,0,3,0,6,0,0,0,6,1
2016,6.3700000000000000e+02,122,4,2,5,0,115,4,2,2,0,5,0,12,0,0,0,6,0
2016,8.8000000000000000e+01,43,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0
2016,9.0700000000000000e+02,39,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0
2016,9.7000000000000000e+02,50,0,0,0,0,50,0,0,0,0,0,0,0,50,0,0,0,0
2016,1.0190000000000000e+03,32,0,0,2,0,17,0,0,2,0,1,0,0,0,0,0,0,0
2016,1.0160000000000000e+03,68,2,2,5,1,68,2,2,5,1,1,0,0,0,0,0,0,0
2016,1.0470000000000000e+03,252,10,3,7,0,178,10,3,6,0,3,0,27,0,0,0,20,0
2016,6.3500000000000000e+02,168,12,2,4,0,161,12,2,4,0,5,0,4,2,0,0,0,0
