año,NCODI,camas_instalada,incubadoras_instalada,paritorios_instalada,quirofanos_instalada,salasHemo_instalada,camas_funcionamiento,incubadoras_funcionamiento,paritorios_funcionamiento,quirofanos_funcionamiento,salasHemo_funcionamiento,salas_rx_Hospital,salas_rx_CEP,puesto_HDia_medico,puesto_HDia_psiquiatrico,puesto_HDia_geriatrico,integradasPuestos_HDia_CMA,propiasPuestos_HDia_CMA,propiasQuirofanos_HDia_CMA
2016,7.9000000000000000e+02,256,0,0,7,0,251,0,0,6,0,4,0,36,80,0,6,0,0
2016,6.5000000000000000e+02,152,2,2,5,0,152,2,2,5,0,3,0,14,0,0,0,8,0
2016,8.7600000000000000e+02,258,9,2,10,0,244,9,2,10,0,5,0,17,0,0,0,9,0
2016,9.4400000000000000e+02,28,0,0,4,0,15,0,0,4,0,2,0,0,0,0,0,0,0
2016,9.5200000000000000e+02,116,12,2,10,0,104,12,2,10,0,3,0,5,0,0,0,0,1
2016,5.4000000000000000e+01,87,0,0,0,0,87,0,0,0,0,0,0,0,30,0,0,0,0
2016,3.6700000000000000e+02,55,0,0,4,0,14,0,0,3,0,1,0,1,0,0,0,6,0
2016,5.3800000000000000e+02,343,8,2,10,0,267,7,2,8,0,5,1,22,12,0,0,19,3
2016,5.5700000000000000e+02,118,3,2,5,0,81,3,2,2,0,3,0,13,0,0,0,6,0
2016,6.5300000000000000e+02,139,5,2,5,0,136,2,2,4,0,5,2,14,0,0,6,0,0
2016,6.4700000000000000e+02,103,2,2,6,0,97,2,2,6,0,8,0,2,0,0,0,6,0
2016,9.7800000000000000e+02,564,23,2,13,1,535,22,2,13,1,14,1,18,20,0,0,23,0
2016,9.9600000000000000e+02,155,3,1,4,0,72,3,1,4,0,3,0,9,0,0,12,12,0
2016,7.2900000000000000e+02,1177,40,8,35,4,1099,40,8,35,4,19,1,73,80,0,32,0,5
2016,1.8200000000000000e+02,135,5,1,7,1,135,5,1,7,1,3,0,0,0,0,0,9,1
2016,6.3300000000000000e+02,169,2,2,8,1,147,2,2,8,1,2,0,0,0,0,0,24,0
2016,6.8500000000000000e+02,240,9,3,6,0,230,9,3,6,0,3,0,12,20,0,12,0,0
2016,6.8300000000000000e+02,148,6,3,5,0,144,6,3,5,0,3,0,4,0,0,4,0,0
2016,9.4500000000000000e+02,77,4,2,4,0,35,3,2,4,0,1,0,0,0,0,0,8,0
2016,9.5300000000000000e+02,4,0,0,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0
2016,1.0220000000000000e+03,24,0,0,2,0,20,0,0,2,0,2,0,0,0,0,0,0,0
2016,1.0490000000000000e+03,32,0,0,2,0,4,0,0,1,0,1,0,0,0,0,0,0,0
2016,7.9400000000000000e+02,1333,28,3,30,3,1285,28,3,30,3,10,6,87,25,0,7,0,0
2016,4.1500000000000000e+02,56,0,0,4,0,56,0,0,4,0,1,0,24,0,0,0,0,0
2016,5.9200000000000000e+02,108,0,1,6,0,96,0,1,6,0,2,0,0,0,0,0,0,0
2016,4.9700000000000000e+02,120,0,0,5,1,120,0,0,5,1,2,0,0,0,0,0,0,0
2016,4.5800000000000000e+02,144,9,2,9,1,144,9,2,9,1,4,0,0,0,0,0,0,0
2016,7.2600000000000000e+02,439,16,2,12,0,399,16,2,12,0,9,1,28,15,0,0,8,4
2016,2.7200000000000000e+02,185,0,0,4,0,150,0,0,4,0,3,0,0,0,0,0,0,0
2016,8.0500000000000000e+02,1395,34,3,31,3,1268,34,3,31,3,16,1,35,50,8,0,0,5
2016,5.0000000000000000e+00,70,0,0,8,0,35,0,0,7,0,1,0,5,0,0,10,0,0
2016,2.3400000000000000e+02,91,6,1,6,0,91,6,1,6,0,1,0,5,0,0,0,0,0
2016,6.4000000000000000e+01,98,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0
2016,8.4200000000000000e+02,81,0,1,4,0,80,0,1,4,0,3,0,0,0,0,9,0,0
2016,8.4300000000000000e+02,78,2,1,3,0,78,2,1,3,0,4,0,4,0,0,3,4,0
2016,8.0300000000000000e+02,395,7,2,11,0,377,7,2,9,0,6,2,23,10,0,14,0,0
2016,2.1100000000000000e+02,60,0,0,3,0,60,0,0,3,0,3,0,0,0,0,3,3,3
2016,7.7300000000000000e+02,368,28,3,11,1,313,28,3,11,1,3,0,21,0,0,0,0,1
2016,4.2400000000000000e+02,45,2,1,3,0,45,2,1,3,0,1,0,6,0,0,6,4,1
2016,2.9800000000000000e+02,114,4,1,7,1,114,4,1,7,1,6,0,2,0,0,10,0,0
2016,5.9400000000000000e+02,28,1,0,3,0,19,0,0,3,0,1,0,0,0,0,14,14,2
2016,2.3700000000000000e+02,101,0,0,3,0,101,0,0,3,0,2,0,0,0,25,0,0,0
2016,1.6000000000000000e+01,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
2016,7.6800000000000000e+02,80,1,1,2,0,72,1,1,2,0,2,0,6,0,25,5,0,0
2016,6.1700000000000000e+02,152,3,5,6,0,146,3,5,5,0,3,0,10,0,0,0,15,0
2016,2.9700000000000000e+02,42,1,1,3,0,42,1,1,3,0,1,0,0,0,0,0,0,0
2016,1.0500000000000000e+02,63,0,0,0,0,63,0,0,0,0,0,0,0,0,10,0,0,0
2016,5.4400000000000000e+02,136,1,3,3,0,136,1,3,3,0,3,0,0,0,17,20,0,0
2016,8.0400000000000000e+02,142,2,4,5,0,117,2,4,5,0,3,0,11,0,0,15,0,0
2016,1.0400000000000000e+02,114,0,0,0,0,114,0,0,0,0,0,0,0,50,0,0,0,0
2016,2.0000000000000000e+01,36,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
2016,5.5000000000000000e+02,80,0,0,4,0,80,0,0,4,0,6,0,9,0,0,0,14,0
2016,1.1200000000000000e+02,24,0,0,0,0,24,0,0,0,0,0,0,0,0,25,0,0,0
2016,8.1800000000000000e+02,105,0,0,0,0,105,0,0,0,0,0,0,0,0,19,0,0,0
2016,8.8200000000000000e+02,128,0,0,0,0,128,0,0,0,0,0,0,0,0,30,0,0,0
2016,9.1400000000000000e+02,126,0,0,0,0,126,0,0,0,0,0,0,0,0,40,0,0,0
2016,9.2800000000000000e+02,36,0,0,0,0,36,0,0,0,0,0,0,25,0,0,0,0,0
2016,9.6400000000000000e+02,264,4,3,5,0,220,4,3,5,0,3,0,26,0,0,6,0,0
2016,1.0260000000000000e+03,100,0,0,0,0,100,0,0,0,0,0,0,0,0,20,0,0,0
2016,1.0680000000000000e+03,160,0,0,0,0,80,0,0,0,0,0,0,0,0,32,0,0,0
2016,1.1080000000000000e+03,64,2,2,4,0,40,2,2,4,0,3,0,5,0,0,5,0,0
2016,4.0400000000000000e+02,120,0,0,2,0,120,0,0,2,0,1,0,0,0,0,0,7,2
2016,2.7000000000000000e+02,91,1,2,8,1,91,1,2,8,1,2,0,7,0,0,0,0,0
2016,6.7600000000000000e+02,147,7,2,5,0,119,7,2,5,0,7,0,11,0,0,0,15,1
2016,7.0900000000000000e+02,191,3,4,7,0,178,3,4,7,0,4,0,17,20,0,11,16,1
2016,7.5400000000000000e+02,1486,37,10,71,3,1372,37,10,71,3,23,0,204,85,0,55,60,25
2016,9.9700000000000000e+02,46,2,2,2,0,22,2,2,2,0,2,0,2,0,0,8,0,0
2016,1.0690000000000000e+03,22,0,0,1,0,18,0,0,1,0,1,0,2,0,0,7,0,0
2016,1.1180000000000000e+03,73,2,2,9,1,73,1,1,7,1,6,0,6,10,0,5,23,0
2016,7.3400000000000000e+02,432,8,1,12,2,357,8,1,12,2,6,2,34,37,12,0,26,0
2016,2.9900000000000000e+02,57,0,0,2,0,57,0,0,2,0,1,0,0,0,0,0,3,2
2016,6.4500000000000000e+02,40,0,0,1,0,40,0,0,1,0,1,0,1,0,0,1,1,1
2016,1.7000000000000000e+01,165,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0
2016,1.0460000000000000e+03,147,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0
2016,4.2000000000000000e+02,29,0,0,3,0,29,0,0,3,0,4,0,0,0,0,0,0,0
2016,8.0200000000000000e+02,102,0,0,0,0,102,0,0,0,0,1,0,0,0,0,0,0,0
2016,2.6600000000000000e+02,149,2,1,10,2,149,2,1,10,2,2,1,18,0,0,0,18,0
2016,1.3700000000000000e+02,38,0,0,4,0,38,0,0,4,0,2,0,0,0,0,0,0,4
2016,7.6900000000000000e+02,75,0,0,4,0,39,0,0,3,0,2,0,16,0,0,0,0,0
2016,7.7600000000000000e+02,96,1,0,4,0,96,1,0,4,0,3,2,7,0,0,8,4,1
2016,6.4000000000000000e+02,105,1,3,6,0,75,1,3,5,0,3,0,4,0,0,8,0,0
2016,3.1500000000000000e+02,460,0,0,0,0,449,0,0,0,0,0,0,0,20,20,0,0,0
2016,4.0000000000000000e+01,299,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0
2016,5.0800000000000000e+02,88,0,0,5,0,63,0,0,5,0,2,3,1,0,0,0,3,2
2016,4.6000000000000000e+01,80,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0
2016,5.9000000000000000e+02,126,1,4,5,0,117,1,4,5,0,4,2,10,0,0,0,0,0
2016,7.7700000000000000e+02,119,2,2,5,0,104,2,2,5,0,4,1,10,0,0,10,0,0
2016,8.9700000000000000e+02,1115,25,6,34,1,1058,25,6,34,1,11,9,49,0,0,57,12,3
2016,9.6500000000000000e+02,88,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0
2016,4.6100000000000000e+02,202,1,1,5,0,40,0,1,5,0,1,0,2,0,0,0,0,0
2016,3.7600000000000000e+02,20,1,1,2,0,20,1,1,2,0,2,0,0,0,0,0,0,0
2016,6.2100000000000000e+02,117,2,2,4,0,110,2,2,4,0,3,0,11,0,0,12,0,0
2016,7.9300000000000000e+02,913,18,5,24,2,807,18,5,24,2,12,5,49,16,0,23,30,7
2016,1.1020000000000000e+03,36,2,2,4,1,27,1,1,3,1,1,0,0,0,0,0,0,0
2016,7.1200000000000000e+02,297,3,2,8,0,246,3,2,6,0,5,0,18,0,0,7,0,0
2016,3.2000000000000000e+01,110,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0
2016,3.6100000000000000e+02,70,0,0,0,0,70,0,0,0,0,1,0,0,0,12,0,0,0
2016,4.8600000000000000e+02,40,1,1,3,0,30,0,1,3,0,1,0,0,0,0,0,0,0
2016,5.9500000000000000e+02,161,4,2,5,0,152,4,2,5,0,3,1,12,0,0,8,0,0
2016,4.3300000000000000e+02,50,2,2,2,0,44,2,2,2,0,2,0,0,0,0,0,0,0
2016,1.0580000000000000e+03,32,0,0,2,0,20,0,0,2,0,1,0,0,0,0,0,0,0
2016,2.6100000000000000e+02,39,0,1,3,0,39,0,1,3,0,1,0,0,0,0,0,0,0
2016,7.3000000000000000e+02,204,10,2,7,0,178,8,2,4,0,6,0,12,20,0,0,22,0
2016,5.7700000000000000e+02,233,6,2,7,0,227,6,2,7,0,5,0,6,0,0,0,22,0
2016,7.8800000000000000e+02,770,27,4,25,2,728,26,4,24,2,24,0,170,0,0,1,1,5
2016,8.6500000000000000e+02,100,3,3,4,0,48,2,1,1,0,2,0,0,0,0,0,0,1
2016,9.7900000000000000e+02,24,0,0,2,0,19,0,0,1,0,1,0,0,0,0,0,0,0
2016,9.9800000000000000e+02,18,0,0,1,0,5,0,0,1,0,1,0,0,0,0,0,0,0
2016,1.0720000000000000e+03,28,0,0,2,0,3,0,0,1,0,1,0,0,0,0,0,8,2
2016,2.2100000000000000e+02,120,0,1,3,0,90,0,1,3,0,3,0,0,0,0,0,0,0
2016,5.0600000000000000e+02,75,3,2,5,0,75,3,2,5,0,2,0,0,0,0,0,0,3
2016,7.2700000000000000e+02,408,9,3,9,0,366,9,3,8,0,9,0,22,0,0,0,0,0
2016,3.5500000000000000e+02,74,0,0,2,0,74,0,0,2,0,3,0,0,0,0,0,0,0
2016,4.8700000000000000e+02,297,0,0,6,0,285,0,0,6,0,2,0,0,0,0,0,0,0
2016,9.3800000000000000e+02,1056,20,2,21,2,891,20,2,21,2,8,13,20,10,0,0,0,2
2016,8.8600000000000000e+02,110,0,0,3,0,100,0,0,2,0,1,0,0,0,0,0,6,1
2016,8.3500000000000000e+02,46,1,1,2,0,46,1,1,2,0,4,0,0,0,0,0,0,0
2016,9.9900000000000000e+02,20,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0
2016,7.9800000000000000e+02,449,16,4,14,1,368,16,4,14,1,8,0,80,0,0,10,10,2
2016,5.0400000000000000e+02,206,0,0,5,0,206,0,0,5,0,5,0,15,20,20,0,8,0
2016,2.4700000000000000e+02,43,1,1,3,0,43,1,1,3,0,4,3,6,0,0,0,5,0
2016,2.1600000000000000e+02,55,2,1,3,0,51,2,1,3,0,2,0,2,0,0,3,3,1
2016,6.5400000000000000e+02,63,1,2,5,0,63,1,2,5,0,1,0,0,0,0,5,0,0
2016,6.5000000000000000e+01,75,0,0,0,0,75,0,0,0,0,0,0,0,20,0,0,0,0
2016,4.7200000000000000e+02,78,2,1,3,0,54,2,1,3,0,2,0,4,0,10,0,0,0
2016,4.2700000000000000e+02,36,0,0,0,0,36,0,0,0,0,1,0,0,0,10,0,0,0
2016,4.9100000000000000e+02,64,2,1,2,0,60,2,1,2,0,2,0,3,0,0,8,0,0
2016,5.5100000000000000e+02,30,1,1,1,0,30,1,1,1,0,1,0,15,0,0,15,0,0
2016,1.0600000000000000e+02,120,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0
2016,8.1900000000000000e+02,137,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0
2016,8.3600000000000000e+02,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
2016,9.1500000000000000e+02,126,0,0,0,0,116,0,0,0,0,0,0,0,0,25,0,0,0
2016,9.4200000000000000e+02,60,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0
2016,7.4800000000000000e+02,590,12,3,22,1,558,12,3,16,1,11,4,26,36,0,0,34,7
2016,1.9800000000000000e+02,87,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0
2016,8.7100000000000000e+02,80,1,3,4,0,75,1,3,4,0,3,0,10,0,0,11,0,0
2016,9.4800000000000000e+02,54,1,1,3,1,54,1,1,3,1,1,0,0,0,0,0,0,0
2016,5.4700000000000000e+02,292,4,5,9,0,230,4,5,8,0,5,0,19,0,0,1,2,1
2016,3.9700000000000000e+02,80,0,0,0,0,80,0,0,0,0,2,0,0,0,18,0,0,0
2016,5.5600000000000000e+02,131,6,4,5,0,131,6,4,5,0,4,0,18,0,0,0,0,0
2016,4.2000000000000000e+01,80,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0
2016,3.1000000000000000e+01,241,0,0,0,0,241,0,0,0,0,1,0,0,0,35,0,0,0
2016,7.4000000000000000e+02,899,40,8,21,1,778,40,8,19,1,14,4,38,45,0,32,0,0
2016,2.1700000000000000e+02,84,0,0,3,0,43,0,0,3,0,1,0,0,0,0,0,0,0
2016,8.6300000000000000e+02,60,2,1,3,0,20,2,1,2,0,1,0,0,0,0,0,0,0
2016,8.8900000000000000e+02,828,0,0,22,2,729,0,0,16,2,12,7,64,0,0,0,24,4
2016,9.8400000000000000e+02,147,0,0,5,0,127,0,0,5,0,3,0,0,0,0,0,0,0
2016,1.1060000000000000e+03,10,0,0,2,0,10,0,0,2,0,1,0,0,0,0,0,0,0
2016,3.4000000000000000e+01,70,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0
2016,7.9100000000000000e+02,120,2,1,5,0,120,2,1,5,0,3,0,0,0,0,0,0,0
2016,1.8100000000000000e+02,33,0,0,0,0,33,0,0,0,0,1,0,1,0,0,0,0,0
2016,4.3000000000000000e+02,17,0,0,1,0,17,0,0,1,0,1,0,0,0,0,0,0,0
2016,7.1500000000000000e+02,573,3,2,12,1,386,3,2,12,1,10,0,22,0,0,0,0,0
2016,5.2100000000000000e+02,52,0,0,3,0,44,0,0,3,0,4,0,0,0,0,0,0,1
2016,5.2400000000000000e+02,194,2,1,9,1,194,2,1,9,1,2,0,5,0,0,0,6,2
2016,4.3200000000000000e+02,40,0,0,2,0,18,0,0,2,0,1,0,0,0,0,0,0,0
2016,1.9000000000000000e+01,24,3,1,2,0,24,3,1,2,0,0,0,0,0,0,0,0,0
2016,2.5000000000000000e+01,48,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0
2016,2.6000000000000000e+01,84,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0
2016,8.9000000000000000e+02,606,18,2,17,1,577,18,2,17,1,21,4,48,20,0,0,14,0
2016,9.0400000000000000e+02,123,1,1,3,0,111,1,1,3,0,3,0,2,0,0,0,0,0
2016,9.5700000000000000e+02,1273,30,12,36,2,1153,30,12,35,2,17,1,120,20,0,40,35,12
2016,9.3900000000000000e+02,933,18,3,26,2,802,18,3,26,2,18,1,19,27,0,0,37,6
2016,2.3600000000000000e+02,106,1,1,5,0,99,1,1,5,0,0,0,8,0,0,15,0,0
2016,7.3500000000000000e+02,1044,26,6,23,2,810,26,6,20,2,11,2,109,45,0,0,10,2
2016,1.4600000000000000e+02,244,0,0,0,0,244,0,0,0,0,1,0,0,0,0,0,0,0
2016,3.6300000000000000e+02,157,0,0,6,1,157,0,0,6,1,1,0,3,0,0,0,0,0
2016,1.8700000000000000e+02,191,0,0,5,1,191,0,0,5,1,2,0,6,0,0,0,1,1
2016,2.6500000000000000e+02,71,0,0,2,0,71,0,0,2,0,5,0,0,0,0,0,0,0
2016,7.0800000000000000e+02,215,8,2,6,0,193,8,2,6,0,4,0,31,0,0,20,0,0
2016,7.5500000000000000e+02,1291,59,4,54,3,1172,53,4,54,3,24,7,167,20,0,0,97,11
2016,7.5000000000000000e+02,862,16,3,25,2,765,16,3,25,2,10,4,44,20,0,0,26,8
2016,6.9600000000000000e+02,645,24,2,15,2,556,22,2,15,2,9,7,76,0,0,11,22,5
2016,4.2100000000000000e+02,136,0,0,4,0,82,0,0,3,0,3,0,0,0,0,0,0,0
2016,8.2700000000000000e+02,184,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0
2016,9.3300000000000000e+02,200,0,0,10,0,176,0,0,9,0,8,0,7,0,0,0,32,2
2016,1.0300000000000000e+03,141,7,5,18,1,141,7,2,10,1,1,0,5,0,0,0,0,0
2016,1.0030000000000000e+03,16,0,0,2,0,16,0,0,2,0,1,0,4,0,0,6,6,2
2016,1.0500000000000000e+03,8,0,0,1,0,8,0,0,1,0,3,0,6,0,0,0,2,1
2016,1.0430000000000000e+03,112,8,5,8,1,104,8,5,8,1,1,0,0,0,0,0,6,0
2016,1.1280000000000000e+03,36,2,2,4,0,36,0,2,4,0,4,0,2,0,0,36,5,3
2016,9.3400000000000000e+02,325,5,4,8,0,298,5,4,6,0,7,0,20,0,0,0,16,0
2016,6.2900000000000000e+02,332,15,2,12,1,296,15,2,12,1,8,0,15,7,0,7,27,3
2016,2.1000000000000000e+01,156,0,0,0,0,149,0,0,0,0,0,0,0,0,45,0,0,0
2016,6.1500000000000000e+02,180,2,6,8,0,180,2,6,8,0,0,0,12,0,0,0,0,0
2016,6.2600000000000000e+02,51,1,1,5,0,51,1,1,5,0,3,0,0,0,0,0,0,0
2016,4.1700000000000000e+02,18,0,0,2,0,15,0,0,2,0,2,0,5,0,0,0,0,0
2016,5.9700000000000000e+02,116,2,1,3,0,86,2,1,3,0,3,0,6,0,30,0,6,0
2016,5.3900000000000000e+02,333,9,7,10,1,325,9,7,8,1,20,0,68,0,20,22,0,0
2016,3.4300000000000000e+02,66,1,1,5,0,66,1,1,5,0,1,0,0,0,0,0,0,0
2016,1.3500000000000000e+02,350,0,0,0,0,316,0,0,0,0,0,0,0,0,0,0,0,0
2016,1.5800000000000000e+02,727,0,0,0,0,560,0,0,0,0,1,0,0,24,20,0,0,0
2016,7.7500000000000000e+02,237,6,6,7,0,149,6,6,7,0,4,0,14,0,0,0,4,0
2016,1.7700000000000000e+02,240,0,0,0,0,231,0,0,0,0,1,0,0,0,40,0,0,0
2016,5.7800000000000000e+02,38,2,1,3,0,38,2,1,3,0,2,0,0,0,0,0,0,0
2016,4.1600000000000000e+02,136,0,0,2,0,136,0,0,2,0,5,0,0,0,20,0,0,0
2016,5.6100000000000000e+02,103,2,1,4,0,103,2,1,4,0,4,0,21,0,10,0,6,1
2016,6.2000000000000000e+01,46,0,0,0,0,46,0,0,0,0,0,0,0,0,24,0,0,0
2016,8.2800000000000000e+02,85,0,0,0,0,85,0,0,0,0,0,0,0,0,25,0,0,0
2016,8.6000000000000000e+02,90,2,1,3,0,78,2,1,3,0,2,0,0,0,0,0,8,1
2016,9.3500000000000000e+02,60,0,0,0,0,60,0,0,0,0,0,0,0,0,20,0,0,0
2016,1.0510000000000000e+03,140,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0
2016,1.0830000000000000e+03,26,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0
2016,1.0960000000000000e+03,75,0,0,0,0,75,0,0,0,0,1,0,0,0,0,0,0,0
2016,6.7900000000000000e+02,844,19,1,18,1,771,18,1,18,1,22,0,46,15,12,0,0,0
2016,1.7600000000000000e+02,75,0,0,5,0,75,0,0,5,0,1,0,0,0,0,0,0,0
2016,5.3700000000000000e+02,69,0,0,6,0,60,0,0,5,0,2,0,6,0,0,3,1,2
2016,6.0800000000000000e+02,140,8,2,6,0,140,8,2,5,0,7,0,19,0,0,0,4,0
2016,5.9600000000000000e+02,140,5,1,5,0,132,3,1,4,0,5,0,10,0,0,0,0,0
2016,7.4900000000000000e+02,891,0,0,46,3,820,0,0,39,3,33,6,50,15,0,23,0,0
2016,7.5800000000000000e+02,1268,50,5,38,3,1181,41,5,38,3,12,8,60,40,0,45,30,6
2016,1.1040000000000000e+03,860,20,2,24,3,723,16,2,24,3,12,7,81,55,14,15,18,8
2016,4.3600000000000000e+02,98,0,0,0,0,86,0,0,0,0,2,4,2,0,0,0,0,0
2016,5.6700000000000000e+02,192,0,0,11,0,85,0,0,8,0,2,0,0,50,0,0,30,3
2016,6.7700000000000000e+02,564,0,0,14,1,408,0,0,11,1,6,2,64,10,0,18,0,0
2016,6.7000000000000000e+02,180,2,0,6,0,150,2,0,6,0,3,0,12,15,0,10,0,0
2016,5.8800000000000000e+02,154,0,0,9,0,130,0,0,7,0,2,0,15,0,18,8,0,0
2016,7.5300000000000000e+02,1525,66,9,44,4,1182,50,9,32,4,14,3,96,24,0,,55,9
2016,8.8700000000000000e+02,320,0,0,0,0,312,0,0,0,0,1,0,0,0,0,0,0,0
2016,2.4500000000000000e+02,178,5,2,10,1,178,5,2,10,1,4,0,0,0,0,0,0,0
2016,6.0300000000000000e+02,177,6,2,8,1,159,6,2,8,1,3,0,5,0,0,8,4,1
2016,4.2600000000000000e+02,80,0,0,3,0,80,0,0,3,0,4,0,0,0,0,0,0,0
2016,2.3200000000000000e+02,84,12,2,5,0,79,12,2,5,0,1,0,0,0,0,5,5,2
2016,2.8800000000000000e+02,161,0,0,7,0,161,0,0,7,0,5,0,9,0,0,0,9,2
2016,2.4600000000000000e+02,70,6,2,9,0,76,6,2,9,0,2,0,0,0,0,0,0,0
2016,2.8400000000000000e+02,138,12,1,10,1,138,8,1,10,1,4,0,0,0,0,0,0,0
2016,1.8000000000000000e+01,81,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0
2016,3.5600000000000000e+02,96,0,0,0,0,96,0,0,0,0,0,0,0,60,0,0,0,0
2016,4.0100000000000000e+02,246,0,0,0,0,246,0,0,0,0,1,0,1,0,0,0,0,0
2016,7.3300000000000000e+02,659,15,5,18,1,562,10,5,18,1,5,4,26,4,0,7,0,3
2016,2.4300000000000000e+02,76,0,0,4,0,76,0,0,4,0,2,0,0,0,0,6,0,0
2016,3.8000000000000000e+02,250,0,0,0,0,222,0,0,0,0,1,0,0,0,0,0,0,0
2016,7.1600000000000000e+02,82,0,0,9,1,82,0,0,9,1,2,0,10,0,0,0,8,0
2016,5.3400000000000000e+02,100,0,0,7,1,100,0,0,7,1,4,0,7,0,0,0,0,0
2016,1.8500000000000000e+02,92,0,0,11,1,68,0,0,11,1,2,0,0,0,0,8,0,0
2016,2.5800000000000000e+02,175,0,0,10,1,149,0,0,10,1,3,0,9,1,0,4,4,3
2016,5.0500000000000000e+02,30,0,0,3,0,30,0,0,3,0,1,0,5,0,0,4,4,3
2016,2.6800000000000000e+02,140,0,0,10,1,100,0,0,10,1,2,0,8,0,0,10,0,0
2016,6.0200000000000000e+02,157,8,2,10,1,151,8,2,10,1,2,0,3,0,0,4,0,0
2016,2.5400000000000000e+02,172,7,9,10,1,172,7,9,10,1,2,0,16,0,0,5,0,0
2016,7.0500000000000000e+02,116,14,3,7,1,116,14,3,7,1,3,0,7,0,0,3,0,0
2016,1.3300000000000000e+02,60,10,2,3,0,48,8,2,3,0,1,0,0,0,0,0,0,0
2016,3.3000000000000000e+01,96,0,0,0,0,96,0,0,0,0,0,0,0,20,0,0,0,0
2016,1.4300000000000000e+02,67,0,0,0,0,67,0,0,0,0,0,0,0,3,0,0,0,0
2016,3.6000000000000000e+01,139,0,0,0,0,139,0,0,0,0,0,0,0,20,0,0,0,0
2016,7.5600000000000000e+02,474,4,4,16,2,379,3,4,16,2,4,0,20,0,0,0,0,0
2016,6.6200000000000000e+02,507,10,3,15,1,417,10,3,13,1,6,4,23,30,0,18,0,0
2016,1.9200000000000000e+02,192,0,0,0,0,192,0,0,0,0,1,0,0,0,0,0,0,0
2016,3.8200000000000000e+02,322,0,0,0,0,322,0,0,0,0,1,0,0,0,0,0,0,0
2016,3.2200000000000000e+02,339,0,0,0,0,339,0,0,0,0,1,0,0,0,0,0,0,0
2016,4.7800000000000000e+02,133,0,0,5,0,133,0,0,5,0,4,0,0,0,0,0,0,0
2016,3.5200000000000000e+02,144,0,0,0,0,129,0,0,0,0,1,0,0,0,0,0,0,0
2016,6.2800000000000000e+02,386,7,2,13,1,351,7,2,12,1,10,5,40,0,0,0,0,0
2016,2.9100000000000000e+02,178,0,0,0,0,191,0,0,0,0,0,0,0,141,0,0,0,0
2016,4.9500000000000000e+02,122,0,0,6,0,88,0,0,6,0,3,0,0,0,0,0,6,0
2016,8.4500000000000000e+02,332,16,2,12,0,287,10,2,10,0,10,4,12,30,0,0,0,0
2016,4.9800000000000000e+02,91,3,1,5,0,73,3,1,4,0,2,0,3,0,0,6,0,0
2016,3.1400000000000000e+02,202,0,0,0,0,175,0,0,0,0,1,0,0,0,0,0,0,0
2016,7.2000000000000000e+02,99,0,0,5,0,92,0,0,5,0,3,0,5,0,0,5,0,0
2016,7.2100000000000000e+02,510,14,2,18,1,403,14,2,15,1,13,3,25,30,15,13,0,0
2016,4.8500000000000000e+02,19,0,0,3,0,19,0,0,3,0,0,0,5,1,0,0,4,3
2016,2.7300000000000000e+02,235,3,1,14,1,200,2,1,14,1,2,0,13,0,0,14,8,0
2016,8.4600000000000000e+02,400,10,2,15,1,346,9,2,15,1,11,0,34,3,0,21,0,0
2016,8.4700000000000000e+02,85,0,0,9,0,80,0,0,9,0,3,0,0,0,0,0,23,3
2016,8.4800000000000000e+02,170,20,3,8,2,160,18,3,8,2,7,0,11,0,0,5,0,0
2016,9.1600000000000000e+02,99,0,0,4,0,82,0,0,3,0,2,0,16,0,0,6,0,0
2016,9.3000000000000000e+02,91,3,3,5,1,80,3,2,4,1,1,0,8,0,0,0,7,0
2016,9.5400000000000000e+02,406,14,3,11,0,306,14,3,10,0,5,2,20,0,0,12,0,0
2016,9.4300000000000000e+02,86,0,0,6,0,83,0,0,6,0,3,0,8,0,0,8,0,0
