año,NCODI,pacienteTot_med,sesionTot_med,pacienteTot_psiquia,sesionTot_psiquia,pacienteTot_geria,sesionTot_geria
2017,8.0200000000000000e+02,0,0,0,0,0,0
2017,2.6600000000000000e+02,4192,4192,0,0,0,0
2017,1.3700000000000000e+02,0,0,0,0,0,0
2017,7.6900000000000000e+02,732,7717,0,0,0,0
2017,7.7600000000000000e+02,2877,4029,0,0,0,0
2017,6.4000000000000000e+02,344,837,0,0,0,0
2017,3.1500000000000000e+02,0,0,28,5278,272,13600
2017,4.0000000000000000e+01,0,0,0,0,0,0
2017,5.0800000000000000e+02,179,179,0,0,0,0
2017,4.6000000000000000e+01,0,0,0,0,0,0
2017,5.9000000000000000e+02,2763,4003,0,0,0,0
2017,7.7700000000000000e+02,637,1070,0,0,0,0
2017,8.9700000000000000e+02,10593,44502,0,0,0,0
2017,9.6500000000000000e+02,0,0,0,0,0,0
2017,4.6100000000000000e+02,0,0,0,0,0,0
2017,3.7600000000000000e+02,0,0,0,0,0,0
2017,6.2100000000000000e+02,544,2719,0,0,0,0
2017,7.9300000000000000e+02,3412,17058,40,6740,0,0
2017,1.1020000000000000e+03,30,30,0,0,0,0
2017,,0,0,0,0,0,0
2017,7.1200000000000000e+02,1072,7340,0,0,0,0
2017,3.2000000000000000e+01,0,0,0,0,0,0
2017,3.6100000000000000e+02,0,0,0,0,127,2141
2017,4.8600000000000000e+02,0,0,0,0,0,0
2017,5.9500000000000000e+02,441,4115,0,0,0,0
2017,4.3300000000000000e+02,0,0,0,0,0,0
2017,1.0580000000000000e+03,0,0,0,0,0,0
2017,2.6100000000000000e+02,0,0,0,0,0,0
2017,7.3000000000000000e+02,550,2749,131,3793,0,0
2017,5.7700000000000000e+02,461,2303,0,0,0,0
2017,7.8800000000000000e+02,2548,12742,123,1936,0,0
2017,8.6500000000000000e+02,123,617,0,0,0,0
2017,9.7900000000000000e+02,19,93,0,0,0,0
2017,9.9800000000000000e+02,6,28,0,0,0,0
2017,1.0720000000000000e+03,36,182,0,0,0,0
2017,2.2100000000000000e+02,0,0,0,0,0,0
2017,5.0600000000000000e+02,0,0,0,0,0,0
2017,7.2700000000000000e+02,1526,10532,0,0,0,0
2017,3.5500000000000000e+02,0,0,0,0,0,0
2017,4.8700000000000000e+02,0,0,0,0,0,0
2017,9.3800000000000000e+02,1694,20462,70,3322,0,0
2017,8.8600000000000000e+02,0,0,0,0,0,0
2017,8.3500000000000000e+02,0,0,0,0,0,0
2017,9.9900000000000000e+02,0,0,0,0,0,0
2017,7.9800000000000000e+02,8163,44369,0,0,0,0
2017,5.0400000000000000e+02,1006,1740,177,5344,210,4617
2017,2.4700000000000000e+02,79,367,0,0,0,0
2017,2.1600000000000000e+02,242,502,0,0,0,0
2017,6.5400000000000000e+02,0,0,0,0,0,0
2017,6.5000000000000000e+01,0,0,0,0,0,0
2017,4.7200000000000000e+02,202,1497,0,0,32,2161
2017,4.2700000000000000e+02,0,0,0,0,13,2318
2017,4.9100000000000000e+02,130,388,0,0,0,0
2017,5.5100000000000000e+02,465,849,0,0,0,0
2017,1.0600000000000000e+02,0,0,0,0,0,0
2017,8.1900000000000000e+02,0,0,0,0,0,0
2017,8.3600000000000000e+02,0,0,0,0,0,0
2017,9.1500000000000000e+02,0,0,0,0,23,4046
2017,9.4200000000000000e+02,0,0,0,0,0,0
2017,1.1400000000000000e+03,0,0,0,0,0,0
2017,7.4800000000000000e+02,11753,16622,59,2778,0,0
2017,1.9800000000000000e+02,0,0,0,0,0,0
2017,8.7100000000000000e+02,4548,6346,0,0,0,0
2017,9.4800000000000000e+02,0,0,0,0,0,0
2017,1.0510000000000000e+03,0,0,0,0,0,0
2017,1.0830000000000000e+03,0,0,0,0,0,0
2017,1.0960000000000000e+03,0,0,0,0,0,0
2017,6.7900000000000000e+02,2001,5665,308,2715,1781,4483
2017,1.7600000000000000e+02,0,0,0,0,0,0
2017,5.3700000000000000e+02,1182,1182,0,0,0,0
2017,6.0800000000000000e+02,808,6712,0,0,0,0
2017,5.9600000000000000e+02,646,4327,0,0,0,0
2017,7.4900000000000000e+02,7204,36443,3815,3815,0,0
2017,7.5800000000000000e+02,10545,54070,1467,21465,0,0
2017,1.1040000000000000e+03,20246,52165,234,9785,231,1725
2017,5.6700000000000000e+02,0,0,224,6224,0,0
2017,6.7700000000000000e+02,5827,26590,105,4022,0,0
2017,6.7000000000000000e+02,3777,12848,1213,13525,0,0
2017,5.8800000000000000e+02,4535,5792,0,0,467,3078
2017,7.5300000000000000e+02,10249,63274,54,2227,0,0
2017,8.8700000000000000e+02,0,0,0,0,0,0
2017,2.4500000000000000e+02,0,0,0,0,0,0
2017,6.0300000000000000e+02,965,965,0,0,0,0
2017,4.2600000000000000e+02,0,0,0,0,0,0
2017,2.3200000000000000e+02,0,0,0,0,0,0
2017,2.8800000000000000e+02,308,4947,0,0,0,0
2017,2.4600000000000000e+02,79,463,0,0,0,0
