año,NCODI,camas_instalada,incubadoras_instalada,paritorios_instalada,quirofanos_instalada,salasHemo_instalada,camas_funcionamiento,incubadoras_funcionamiento,paritorios_funcionamiento,quirofanos_funcionamiento,salasHemo_funcionamiento,salas_rx_Hospital,salas_rx_CEP,puesto_HDia_medico,puesto_HDia_psiquiatrico,puesto_HDia_geriatrico,integradasPuestos_HDia_CMA,propiasPuestos_HDia_CMA,propiasQuirofanos_HDia_CMA
2017,1.8200000000000000e+02,135,5,1,7,1,135,5,1,7,1,3,0,0,0,0,0,9,1
2017,6.3300000000000000e+02,151,4,2,8,1,131,4,2,8,1,2,0,0,0,0,0,24,0
2017,6.8500000000000000e+02,238,10,3,6,0,233,10,3,6,0,4,0,12,20,0,12,0,0
2017,6.8300000000000000e+02,148,4,2,5,0,135,4,2,4,0,3,0,4,0,0,4,0,0
2017,9.4500000000000000e+02,80,2,2,4,0,80,2,2,4,0,3,0,1,0,0,0,8,0
2017,9.5300000000000000e+02,4,0,0,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0
2017,1.0220000000000000e+03,24,0,0,2,0,24,0,0,2,0,3,0,1,0,0,0,0,0
2017,1.0490000000000000e+03,32,0,0,2,0,32,0,0,2,0,2,0,1,0,0,0,0,0
2017,7.9400000000000000e+02,1341,28,3,30,3,1283,28,3,30,3,10,6,91,25,0,7,0,0
2017,4.1500000000000000e+02,56,0,0,4,0,56,0,0,4,0,1,0,24,0,0,0,0,0
2017,5.9200000000000000e+02,108,0,1,6,0,96,0,1,6,0,2,0,0,0,0,0,0,0
2017,4.9700000000000000e+02,120,0,0,5,1,120,0,0,5,1,2,0,0,0,0,0,0,0
2017,4.5800000000000000e+02,144,9,2,9,1,144,9,2,9,1,4,0,0,0,0,0,0,0
2017,7.2600000000000000e+02,439,16,2,12,0,402,16,2,12,0,9,1,28,15,0,0,8,4
2017,2.7200000000000000e+02,149,0,0,4,0,119,0,0,4,0,2,0,0,0,0,0,0,0
2017,8.0500000000000000e+02,1395,34,3,31,3,1277,34,3,31,3,16,1,35,50,8,0,0,7
2017,2.3400000000000000e+02,126,6,1,14,0,126,6,1,13,0,1,0,13,0,0,0,0,0
2017,6.4000000000000000e+01,98,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0
2017,8.4200000000000000e+02,81,0,1,4,0,80,0,1,4,0,3,0,0,0,0,9,0,0
2017,8.4300000000000000e+02,78,2,1,3,0,78,2,1,3,0,4,0,4,0,0,3,4,0
2017,8.0300000000000000e+02,395,7,2,11,0,373,7,2,9,0,6,2,23,10,0,14,0,0
2017,2.1100000000000000e+02,30,0,0,3,0,30,0,0,3,0,3,0,0,0,0,3,3,3
2017,7.7300000000000000e+02,368,28,3,11,2,337,28,3,11,2,3,0,21,0,0,0,0,1
2017,4.2400000000000000e+02,44,2,1,3,0,44,2,1,3,0,1,0,6,0,0,6,4,1
2017,2.9800000000000000e+02,114,4,1,7,1,114,4,1,7,1,6,0,2,0,0,10,0,0
2017,5.9400000000000000e+02,28,1,0,3,0,19,0,0,3,0,1,0,0,0,0,14,14,2
2017,2.3700000000000000e+02,101,0,0,3,0,101,0,0,3,0,2,0,0,0,25,0,0,0
2017,1.6000000000000000e+01,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
2017,7.6800000000000000e+02,80,1,1,2,0,72,1,1,2,0,2,0,6,0,25,5,0,0
2017,6.1700000000000000e+02,155,4,5,6,0,138,4,5,5,0,3,0,10,0,0,0,15,0
2017,2.9700000000000000e+02,41,1,1,3,0,41,1,1,3,0,1,0,0,0,0,0,0,0
2017,1.0500000000000000e+02,63,0,0,0,0,63,0,0,0,0,0,0,0,0,10,0,0,0
2017,5.4400000000000000e+02,136,1,3,3,0,136,1,3,3,0,3,0,10,0,17,10,0,0
2017,8.0400000000000000e+02,142,2,4,5,0,117,2,4,5,0,3,0,11,0,0,15,0,0
2017,1.0400000000000000e+02,120,0,0,0,0,120,0,0,0,0,0,0,0,50,0,0,0,0
2017,2.0000000000000000e+01,36,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
2017,5.5000000000000000e+02,91,0,0,4,0,91,0,0,4,0,6,0,9,0,0,0,14,0
2017,1.1200000000000000e+02,24,0,0,0,0,24,0,0,0,0,0,0,0,0,25,0,0,0
2017,8.1800000000000000e+02,105,0,0,0,0,105,0,0,0,0,0,0,0,0,19,0,0,0
2017,8.8200000000000000e+02,52,0,0,0,0,52,0,0,0,0,0,0,0,0,20,0,0,0
2017,9.1400000000000000e+02,131,0,0,0,0,131,0,0,0,0,0,0,0,0,40,0,0,0
2017,9.2800000000000000e+02,36,0,0,0,0,36,0,0,0,0,0,0,23,0,0,0,0,0
2017,9.6400000000000000e+02,263,4,3,7,0,215,4,3,7,0,3,0,26,0,0,6,0,0
2017,1.0260000000000000e+03,100,0,0,0,0,100,0,0,0,0,0,0,0,0,20,0,0,0
2017,1.0680000000000000e+03,160,0,0,0,0,80,0,0,0,0,0,0,0,0,32,0,0,0
2017,1.1080000000000000e+03,64,2,2,4,0,44,2,2,4,0,2,0,5,0,0,5,0,0
2017,4.0400000000000000e+02,102,0,0,2,0,102,0,0,2,0,1,0,0,0,0,0,7,2
2017,2.7000000000000000e+02,91,2,3,8,1,91,2,3,8,1,2,0,7,0,0,0,0,0
2017,6.7600000000000000e+02,119,7,2,5,0,119,7,2,5,0,5,0,11,0,0,0,15,1
2017,7.0900000000000000e+02,184,3,4,7,0,178,3,4,7,0,5,6,17,20,0,11,16,1
2017,7.5400000000000000e+02,1408,32,10,64,3,1408,32,10,62,3,20,1,205,100,0,61,46,21
2017,9.9700000000000000e+02,50,0,2,2,0,22,0,2,2,0,2,0,1,0,0,10,0,0
2017,1.0690000000000000e+03,30,0,0,1,0,22,0,0,1,0,2,0,1,0,0,6,0,0
2017,1.1180000000000000e+03,73,2,2,9,1,73,1,1,7,1,6,0,6,10,0,5,23,0
2017,7.3400000000000000e+02,432,8,1,12,2,353,8,1,12,2,6,2,34,37,12,0,26,0
2017,2.9900000000000000e+02,57,0,0,2,0,40,0,0,2,0,1,0,0,0,0,0,3,2
2017,6.4500000000000000e+02,40,0,0,1,0,40,0,0,1,0,1,0,0,0,0,0,0,0
2017,1.7000000000000000e+01,165,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0
2017,1.0460000000000000e+03,147,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0
2017,4.2000000000000000e+02,26,0,0,3,0,26,0,0,3,0,4,0,0,0,0,0,0,0
2017,8.0200000000000000e+02,102,0,0,0,0,102,0,0,0,0,1,0,0,0,0,0,0,0
2017,2.6600000000000000e+02,149,4,1,11,2,149,4,1,11,2,4,0,18,0,0,0,18,0
2017,1.3700000000000000e+02,22,0,0,3,0,22,0,0,3,0,3,0,0,0,0,0,0,0
2017,7.6900000000000000e+02,75,0,0,4,0,39,0,0,3,0,2,0,16,0,0,0,0,0
2017,7.7600000000000000e+02,96,1,0,4,0,96,1,0,4,0,3,2,7,0,0,8,4,1
2017,6.4000000000000000e+02,105,1,3,6,0,75,1,3,5,0,3,0,4,0,0,8,0,0
2017,3.1500000000000000e+02,448,0,0,0,0,443,0,0,0,0,0,0,0,20,20,0,0,0
2017,4.0000000000000000e+01,299,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0
2017,5.0800000000000000e+02,100,0,0,5,0,100,0,0,5,0,1,2,1,0,0,0,3,2
2017,4.6000000000000000e+01,80,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0
2017,5.9000000000000000e+02,128,1,4,5,0,127,1,4,5,0,4,2,10,0,0,0,0,0
2017,7.7700000000000000e+02,117,2,2,5,0,96,2,2,5,0,4,1,10,0,0,10,0,0
2017,8.9700000000000000e+02,1171,22,8,34,1,1076,22,8,33,1,9,13,67,0,0,57,12,3
2017,9.6500000000000000e+02,88,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0
2017,4.6100000000000000e+02,202,1,1,5,0,15,0,0,2,0,1,0,1,0,0,0,0,0
2017,3.7600000000000000e+02,20,1,1,2,0,20,1,1,2,0,2,0,0,0,0,0,0,0
2017,6.2100000000000000e+02,113,1,2,4,0,108,1,2,4,0,2,0,11,0,0,12,0,0
2017,7.9300000000000000e+02,842,21,5,26,2,816,21,5,26,2,12,8,85,32,0,12,28,7
2017,1.1020000000000000e+03,56,4,2,6,1,30,3,1,4,1,1,0,2,0,0,5,0,0
2017,,60,1,1,4,0,10,0,0,2,0,1,0,0,0,0,0,0,0
2017,7.1200000000000000e+02,297,3,2,8,0,243,3,2,6,0,5,0,18,0,0,7,0,0
2017,3.2000000000000000e+01,110,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0
2017,3.6100000000000000e+02,70,0,0,0,0,69,0,0,0,0,1,0,0,0,12,0,0,0
2017,4.8600000000000000e+02,40,1,1,3,0,30,0,0,3,0,1,0,0,0,0,0,0,0
2017,5.9500000000000000e+02,174,4,2,5,0,165,4,2,5,0,3,1,16,0,0,8,0,0
2017,4.3300000000000000e+02,50,0,2,2,0,44,0,2,2,0,2,0,0,0,0,0,0,0
2017,1.0580000000000000e+03,32,0,0,2,0,20,0,0,1,0,1,0,0,0,0,0,0,0
2017,2.6100000000000000e+02,39,0,1,3,0,39,0,1,3,0,1,0,0,0,0,0,0,0
2017,7.3000000000000000e+02,204,3,2,7,0,176,3,2,7,0,6,0,12,20,0,0,14,0
2017,5.7700000000000000e+02,226,5,2,7,0,223,5,2,6,0,5,0,10,0,0,0,22,0
2017,7.8800000000000000e+02,795,20,4,24,1,729,20,4,24,1,10,5,94,45,0,1,1,5
2017,8.6500000000000000e+02,106,3,2,4,0,106,3,2,4,0,3,0,1,0,0,0,0,0
2017,9.7900000000000000e+02,24,0,0,2,0,25,0,0,1,0,2,0,1,0,0,0,0,0
2017,9.9800000000000000e+02,18,0,0,1,0,17,0,0,1,0,1,0,1,0,0,0,0,0
2017,1.0720000000000000e+03,28,0,0,2,0,28,0,0,2,0,2,0,1,0,0,0,8,2
2017,2.2100000000000000e+02,121,0,1,3,0,90,0,1,3,0,3,0,0,0,0,0,0,0
2017,5.0600000000000000e+02,75,3,2,5,0,75,3,2,5,0,2,0,0,0,0,0,0,3
2017,7.2700000000000000e+02,408,9,3,11,0,359,9,3,8,0,9,0,22,0,0,0,0,0
2017,3.5500000000000000e+02,74,0,0,2,0,74,0,0,2,0,3,0,0,0,0,0,0,0
2017,4.8700000000000000e+02,297,0,0,6,0,285,0,0,6,0,2,0,0,0,0,0,0,0
2017,9.3800000000000000e+02,1056,16,2,21,2,909,16,2,21,2,8,12,20,10,0,0,0,2
2017,8.8600000000000000e+02,110,0,0,3,0,102,0,0,2,0,1,0,0,0,0,0,6,1
2017,8.3500000000000000e+02,46,1,1,2,0,46,1,1,2,0,4,0,0,0,0,0,0,0
2017,9.9900000000000000e+02,15,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0
2017,7.9800000000000000e+02,449,16,2,14,1,384,16,2,14,1,8,0,80,0,0,10,10,2
2017,5.0400000000000000e+02,192,0,0,5,0,192,0,0,5,0,5,0,15,20,20,0,8,0
2017,2.4700000000000000e+02,43,1,1,3,0,43,1,1,3,0,4,3,6,0,0,0,5,0
2017,2.1600000000000000e+02,55,2,1,3,0,51,2,1,3,0,2,0,2,0,0,3,3,1
2017,6.5400000000000000e+02,63,2,2,5,0,63,1,2,5,0,1,0,0,0,0,5,0,0
2017,6.5000000000000000e+01,75,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0
2017,4.7200000000000000e+02,78,2,1,3,0,54,2,1,3,0,2,0,4,0,10,0,0,0
2017,4.2700000000000000e+02,36,0,0,0,0,36,0,0,0,0,1,0,0,0,10,0,0,0
2017,4.9100000000000000e+02,64,2,1,2,0,60,2,1,2,0,2,0,3,0,0,8,0,0
2017,5.5100000000000000e+02,30,1,1,1,0,30,1,1,1,0,1,0,15,0,0,15,0,0
2017,1.0600000000000000e+02,120,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0
2017,8.1900000000000000e+02,137,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0
2017,8.3600000000000000e+02,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
2017,9.1500000000000000e+02,126,0,0,0,0,114,0,0,0,0,0,0,0,0,23,0,0,0
2017,9.4200000000000000e+02,29,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2017,1.1400000000000000e+03,130,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0
2017,7.4800000000000000e+02,590,12,3,22,1,568,12,3,16,1,11,4,26,27,0,0,34,7
2017,1.9800000000000000e+02,87,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0
2017,8.7100000000000000e+02,80,1,3,4,0,68,1,3,4,0,3,0,10,0,0,11,0,0
2017,9.4800000000000000e+02,54,1,1,3,1,54,1,1,3,1,1,0,0,0,0,0,0,0
2017,1.0510000000000000e+03,140,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0
2017,1.0830000000000000e+03,26,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0
2017,1.0960000000000000e+03,75,0,0,0,0,75,0,0,0,0,1,0,0,0,0,0,0,0
2017,6.7900000000000000e+02,848,19,1,18,1,759,18,1,18,1,22,0,46,15,12,0,0,0
2017,1.7600000000000000e+02,75,0,0,5,0,75,0,0,5,0,1,0,0,0,0,0,0,0
2017,5.3700000000000000e+02,69,0,0,6,0,60,0,0,5,0,2,0,6,0,0,3,1,2
2017,6.0800000000000000e+02,140,8,2,6,0,140,8,2,5,0,7,0,19,0,0,0,4,0
2017,5.9600000000000000e+02,140,5,1,5,0,134,3,1,5,0,5,0,10,0,0,0,0,0
2017,7.4900000000000000e+02,901,0,0,45,3,802,0,0,38,3,33,6,79,21,0,23,0,0
2017,7.5800000000000000e+02,1256,50,5,38,3,1181,41,5,38,3,12,8,60,40,0,45,30,6
2017,1.1040000000000000e+03,860,20,2,24,3,709,16,2,24,3,12,7,81,55,14,15,18,8
2017,5.6700000000000000e+02,156,0,0,11,0,86,0,0,7,0,2,0,0,50,0,0,30,3
2017,6.7700000000000000e+02,564,0,0,14,1,387,0,0,13,1,6,2,64,10,0,18,0,0
2017,6.7000000000000000e+02,174,2,0,6,0,145,2,0,6,0,3,0,20,15,0,10,0,0
2017,5.8800000000000000e+02,154,0,0,9,0,131,0,0,7,0,2,0,15,0,18,12,0,0
2017,7.5300000000000000e+02,1351,66,9,44,4,1183,50,9,32,4,14,3,96,24,0,0,55,9
2017,8.8700000000000000e+02,334,0,0,0,0,325,0,0,0,0,1,0,0,0,0,0,0,0
2017,2.4500000000000000e+02,170,5,2,10,1,170,5,2,10,1,4,0,0,0,0,0,0,0
2017,6.0300000000000000e+02,190,6,2,8,1,152,6,2,8,1,3,0,5,0,0,8,4,1
2017,4.2600000000000000e+02,74,0,0,3,0,74,0,0,3,0,3,0,0,0,0,0,0,0
2017,2.3200000000000000e+02,84,12,2,5,0,79,12,2,5,0,1,0,0,0,0,5,5,2
2017,2.8800000000000000e+02,160,0,0,7,0,160,0,0,7,0,5,0,9,0,0,0,9,2
2017,2.4600000000000000e+02,76,6,2,8,0,82,6,2,8,0,2,0,6,0,0,0,0,0
2017,2.8400000000000000e+02,154,12,1,11,1,154,8,1,11,1,4,0,0,0,0,0,0,0
2017,1.8000000000000000e+01,94,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
2017,3.5600000000000000e+02,99,0,0,0,0,99,0,0,0,0,0,0,0,60,0,0,0,0
2017,4.0100000000000000e+02,388,0,0,0,0,246,0,0,0,0,1,0,1,0,0,0,0,0
2017,7.3300000000000000e+02,659,15,5,18,1,577,10,5,18,1,5,4,26,4,0,7,0,3
2017,2.4300000000000000e+02,76,0,0,4,0,76,0,0,4,0,2,0,0,0,0,6,0,0
2017,3.8000000000000000e+02,250,0,0,0,0,164,0,0,0,0,1,0,0,0,0,0,0,0
2017,7.1600000000000000e+02,82,0,0,9,0,82,0,0,9,0,2,0,10,0,0,10,8,0
2017,5.3400000000000000e+02,100,0,0,7,1,100,0,0,7,1,4,0,7,0,0,0,0,0
2017,1.8500000000000000e+02,92,0,0,11,1,68,0,0,11,1,2,0,0,0,0,8,0,0
2017,2.5800000000000000e+02,152,0,0,10,1,149,0,0,10,1,3,0,9,1,0,4,4,3
2017,5.0500000000000000e+02,30,0,0,3,0,30,0,0,3,0,1,0,5,0,0,4,4,3
2017,2.6800000000000000e+02,140,0,0,10,1,140,0,0,10,1,2,0,8,0,0,10,0,0
2017,6.0200000000000000e+02,157,8,2,10,1,153,8,2,10,1,2,0,3,0,0,4,0,0
2017,2.5400000000000000e+02,172,7,9,10,1,172,7,9,10,1,2,0,16,0,0,5,0,0
2017,7.0500000000000000e+02,116,14,3,7,1,116,14,3,7,1,3,0,7,0,0,3,0,0
2017,1.3300000000000000e+02,60,10,2,3,0,48,8,2,3,0,1,0,0,0,0,0,0,0
2017,3.3000000000000000e+01,96,0,0,0,0,96,0,0,0,0,0,0,0,20,0,0,0,0
2017,1.4300000000000000e+02,67,0,0,0,0,67,0,0,0,0,0,0,0,3,0,0,0,0
2017,3.6000000000000000e+01,120,0,0,0,0,120,0,0,0,0,0,0,0,20,0,0,0,0
2017,7.5600000000000000e+02,389,3,3,16,2,368,3,3,16,2,4,0,14,0,0,0,0,0
2017,6.6200000000000000e+02,507,10,3,15,1,410,10,3,13,1,6,4,23,30,0,18,0,0
2017,1.9200000000000000e+02,192,0,0,0,0,192,0,0,0,0,1,0,0,0,0,0,0,0
2017,3.8200000000000000e+02,322,0,0,0,0,318,0,0,0,0,1,0,0,0,0,0,0,0
2017,3.2200000000000000e+02,339,0,0,0,0,339,0,0,0,0,1,0,0,0,0,0,0,0
2017,4.7800000000000000e+02,133,0,0,5,0,133,0,0,5,0,4,0,0,0,0,0,0,0
2017,3.5200000000000000e+02,144,0,0,0,0,127,0,0,0,0,1,0,0,0,0,0,0,0
2017,6.2800000000000000e+02,386,7,4,13,1,349,7,4,12,1,10,5,40,0,0,0,0,0
2017,2.9100000000000000e+02,178,0,0,0,0,173,0,0,0,0,0,0,,141,0,0,0,0
2017,4.9500000000000000e+02,122,0,0,6,0,87,0,0,6,0,3,0,0,0,0,0,6,
2017,8.4500000000000000e+02,332,11,2,12,0,277,11,2,10,0,8,3,12,30,0,20,0,0
2017,4.9800000000000000e+02,91,3,1,5,0,75,3,1,4,0,2,0,3,0,0,6,0,0
2017,3.1400000000000000e+02,202,0,0,0,0,175,0,0,0,0,1,0,0,0,0,0,0,0
2017,7.2000000000000000e+02,99,0,0,5,0,92,0,0,5,0,3,0,5,0,0,5,0,0
2017,7.2100000000000000e+02,510,14,2,18,1,393,14,2,15,1,13,3,25,30,15,13,0,0
2017,4.8500000000000000e+02,19,0,0,3,0,19,0,0,3,0,0,0,5,1,0,0,4,3
2017,2.7300000000000000e+02,235,3,1,14,1,200,2,1,14,1,2,0,13,0,0,14,8,0
2017,8.4600000000000000e+02,400,10,2,15,1,349,10,2,15,1,11,0,34,3,0,21,0,0
2017,8.4700000000000000e+02,85,0,0,9,0,80,0,0,9,0,3,0,0,0,0,0,23,3
2017,8.4800000000000000e+02,170,20,3,8,2,160,18,3,8,2,7,0,11,0,0,5,0,0
2017,9.1600000000000000e+02,99,0,0,4,0,82,0,0,3,0,2,0,16,0,0,6,0,0
2017,9.3000000000000000e+02,91,3,3,5,1,80,3,2,4,1,1,0,8,0,0,0,7,0
2017,9.5400000000000000e+02,406,14,3,11,1,312,14,3,10,1,5,2,20,0,0,12,0,0
2017,9.4300000000000000e+02,86,0,0,6,0,83,0,0,6,0,3,0,8,0,0,8,0,0
2017,9.4900000000000000e+02,1254,73,8,50,3,1134,71,8,45,3,25,8,118,82,8,45,0,0
2017,9.8000000000000000e+02,124,14,2,6,1,124,14,2,6,1,3,0,7,0,0,6,0,0
2017,9.8100000000000000e+02,53,0,0,5,0,46,0,0,5,0,1,0,1,0,0,12,8,2
2017,1.0240000000000000e+03,220,14,2,16,1,180,9,2,12,1,2,0,26,0,0,0,17,0
2017,1.0170000000000000e+03,47,0,0,0,0,43,0,0,0,0,0,0,10,0,0,0,0,0
2017,1.0000000000000000e+03,198,0,0,13,1,179,0,0,9,1,3,0,34,0,0,7,0,0
2017,1.0180000000000000e+03,152,4,4,8,1,145,2,4,8,1,2,0,17,1,1,0,0,0
2017,1.0010000000000000e+03,91,7,2,10,1,56,5,2,9,1,2,0,0,0,0,0,0,0
2017,1.0070000000000000e+03,271,12,7,12,0,261,9,7,10,0,10,0,25,30,0,0,20,4
2017,1.0080000000000000e+03,238,8,3,7,0,225,8,3,7,0,4,0,23,0,0,0,20,0
2017,1.0100000000000000e+03,132,8,3,5,0,130,8,3,5,0,4,0,13,0,0,0,18,0
2017,1.0110000000000000e+03,98,4,2,5,0,87,4,2,4,0,3,0,9,0,0,18,0,0
2017,1.0120000000000000e+03,188,8,8,9,0,168,6,6,9,0,5,0,24,0,0,0,13,0
2017,1.0130000000000000e+03,613,24,12,21,2,519,24,12,20,2,10,0,62,25,0,42,0,0
2017,1.0410000000000000e+03,160,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0
2017,1.0730000000000000e+03,250,10,8,10,1,171,7,8,10,1,3,0,20,15,0,12,26,10
2017,1.0870000000000000e+03,364,6,6,12,1,359,4,6,12,1,4,0,56,2,0,0,0,0
2017,1.1090000000000000e+03,209,5,4,9,1,184,4,4,8,1,3,0,30,6,0,0,4,0
2017,1.1100000000000000e+03,164,8,6,8,1,124,8,6,8,1,5,0,7,0,0,2,2,2
2017,1.1120000000000000e+03,20,0,0,3,0,10,0,0,3,0,1,0,4,0,0,0,0,0
2017,1.1200000000000000e+03,100,0,0,0,0,66,0,0,0,0,1,0,0,0,0,0,0,0
2017,1.1260000000000000e+03,367,10,8,13,0,339,10,5,12,0,8,4,52,16,0,21,9,0
2017,7.8900000000000000e+02,367,0,0,0,0,367,0,0,0,0,0,0,0,0,0,0,0,0
2017,3.2600000000000000e+02,154,0,0,0,0,154,0,0,0,0,0,0,0,6,,0,0,0
2017,4.4200000000000000e+02,104,6,3,7,1,104,6,3,7,1,1,0,1,0,0,0,1,0
2017,2.9400000000000000e+02,128,5,1,5,1,128,5,1,5,1,1,0,9,0,0,1,0,0
2017,3.7800000000000000e+02,44,2,2,5,0,42,1,2,5,0,1,0,2,0,0,4,0,0
2017,4.0200000000000000e+02,105,0,0,7,1,70,0,0,7,1,3,0,0,0,0,0,0,0
2017,2.9000000000000000e+01,185,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0
2017,4.5000000000000000e+02,32,0,0,4,0,3,0,0,4,0,1,0,0,0,0,5,0,0
2017,6.5600000000000000e+02,174,4,2,6,0,131,4,2,5,0,2,0,20,12,0,0,12,0
2017,3.3300000000000000e+02,72,1,1,5,1,72,1,1,5,1,1,0,21,0,0,0,0,0
2017,6.8400000000000000e+02,196,5,4,7,0,193,5,4,7,0,5,1,14,0,0,7,0,0
2017,4.2200000000000000e+02,90,0,0,4,1,50,0,0,4,1,1,0,7,0,0,0,1,1
2017,7.6300000000000000e+02,1025,40,13,37,2,1013,40,13,36,2,21,2,75,0,0,59,0,4
2017,7.4100000000000000e+02,656,3,5,24,2,554,3,5,24,2,11,6,69,24,0,0,0,0
2017,5.5300000000000000e+02,400,8,6,11,1,379,8,6,11,1,6,1,28,0,0,6,0,0
2017,3.5700000000000000e+02,202,2,1,5,0,24,0,0,5,0,2,0,0,0,0,0,12,1
2017,8.9900000000000000e+02,70,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0
2017,9.0000000000000000e+02,13,0,0,2,0,12,0,0,2,0,1,0,0,0,0,2,0,0
2017,9.3200000000000000e+02,41,0,0,2,0,41,0,0,2,0,1,0,3,0,0,0,0,0
2017,9.5000000000000000e+02,6,0,0,1,0,6,0,0,1,0,1,0,1,0,0,0,0,1
2017,9.6600000000000000e+02,46,2,1,2,1,25,1,1,2,1,2,0,0,0,0,0,0,1
2017,9.6700000000000000e+02,15,0,0,0,0,9,0,0,0,0,0,0,20,0,0,0,0,0
2017,9.8200000000000000e+02,131,1,0,6,1,118,0,0,5,1,4,0,11,0,0,4,11,2
2017,1.0140000000000000e+03,19,0,0,3,0,17,0,0,3,0,3,0,6,0,0,21,0,3
2017,1.0800000000000000e+03,105,8,2,7,1,105,8,2,7,1,2,0,8,0,0,0,6,1
2017,1.0740000000000000e+03,12,0,0,2,0,12,0,0,2,0,1,0,1,0,0,0,0,0
2017,1.0840000000000000e+03,8,0,0,3,0,7,0,0,3,0,1,0,2,0,0,0,2,3
2017,1.1130000000000000e+03,20,1,1,2,0,20,1,1,2,0,1,0,11,0,0,2,1,1
2017,1.1370000000000000e+03,14,0,0,2,0,12,0,0,2,0,1,0,0,0,0,0,0,2
2017,1.1420000000000000e+03,159,6,5,6,0,130,6,5,6,0,4,0,7,0,0,0,8,2
2017,7.2200000000000000e+02,910,80,12,29,3,910,80,12,26,3,18,2,68,0,0,14,11,2
2017,6.6000000000000000e+02,339,0,0,12,0,310,0,0,9,0,5,0,10,0,0,21,0,0
2017,7.5000000000000000e+01,96,0,0,0,0,96,0,0,0,0,0,0,0,40,0,0,0,0
2017,2.4900000000000000e+02,131,3,2,8,1,131,3,2,8,1,3,0,1,0,0,8,0,0
2017,2.2700000000000000e+02,123,6,4,10,1,112,6,4,10,1,2,0,13,0,0,0,0,2
2017,1.5000000000000000e+02,76,0,0,4,0,76,0,0,4,0,2,0,0,0,0,4,0,0
2017,4.7000000000000000e+01,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
2017,1.7200000000000000e+02,139,0,0,6,0,139,0,0,6,0,1,0,6,0,0,6,0,1
2017,5.8100000000000000e+02,103,3,2,4,0,103,3,2,4,0,4,0,1,0,0,1,0,0
2017,1.2000000000000000e+02,39,0,0,1,0,39,0,0,1,0,1,0,0,0,0,0,1,0
2017,4.4500000000000000e+02,154,0,0,2,0,140,0,0,2,0,0,0,0,0,0,0,0,0
2017,4.7100000000000000e+02,313,0,0,7,0,313,0,0,7,0,2,0,0,0,0,0,0,0
2017,5.3000000000000000e+01,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
2017,1.9900000000000000e+02,175,0,0,3,0,175,0,0,3,0,1,0,0,0,0,4,0,0
2017,5.7500000000000000e+02,255,6,7,10,0,190,6,7,10,0,4,0,9,0,0,9,0,0
2017,5.2800000000000000e+02,96,6,3,5,0,96,6,3,4,0,3,1,2,0,0,5,0,0
2017,6.3100000000000000e+02,287,7,2,5,0,265,7,2,3,0,4,2,12,0,0,6,0,1
2017,6.9900000000000000e+02,394,0,0,10,0,373,0,0,10,0,9,2,36,0,0,37,0,0
2017,8.2300000000000000e+02,26,0,0,3,0,26,0,0,3,0,2,0,0,0,0,3,0,0
2017,8.4900000000000000e+02,142,0,0,5,0,83,0,0,5,0,3,0,0,0,0,6,0,0
2017,8.6900000000000000e+02,83,0,0,5,0,83,0,0,5,0,3,0,0,0,0,0,0,0
2017,9.5500000000000000e+02,62,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
2017,9.8300000000000000e+02,222,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0
2017,1.0020000000000000e+03,60,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0
2017,1.0150000000000000e+03,644,14,8,25,2,606,14,8,25,2,22,0,69,0,0,43,0,0
2017,5.1000000000000000e+01,28,0,0,0,0,28,0,0,0,0,0,0,0,32,0,0,0,0
2017,4.4100000000000000e+02,190,0,0,7,0,190,0,0,7,0,3,0,0,0,0,0,0,0
