año,NCODI,camas_instalada,incubadoras_instalada,paritorios_instalada,quirofanos_instalada,salasHemo_instalada,camas_funcionamiento,incubadoras_funcionamiento,paritorios_funcionamiento,quirofanos_funcionamiento,salasHemo_funcionamiento,salas_rx_Hospital,salas_rx_CEP,puesto_HDia_medico,puesto_HDia_psiquiatrico,puesto_HDia_geriatrico,integradasPuestos_HDia_CMA,propiasPuestos_HDia_CMA,propiasQuirofanos_HDia_CMA
2017,9.9200000000000000e+02,165,6,1,6,0,165,2,1,6,0,4,0,7,15,0,8,12,1
2017,9.9300000000000000e+02,142,5,3,5,0,112,5,3,5,0,2,1,29,13,0,0,6,1
2017,1.0700000000000000e+03,822,30,6,27,3,747,30,6,25,3,10,0,43,40,0,0,0,7
2017,1.0950000000000000e+03,70,0,0,2,0,38,0,0,2,0,1,0,0,0,0,0,0,0
2017,1.0940000000000000e+03,34,0,0,4,0,7,0,0,4,0,1,0,1,0,0,0,4,4
2017,1.1240000000000000e+03,15,0,0,3,0,15,0,0,3,0,1,0,0,0,0,5,10,3
2017,4.7300000000000000e+02,69,27,7,6,0,69,27,7,6,0,2,0,1,0,0,0,0,4
2017,6.6300000000000000e+02,406,9,2,11,1,397,9,2,11,1,4,2,53,13,0,7,0,0
2017,5.5200000000000000e+02,90,0,0,6,0,69,0,0,6,0,4,0,16,0,0,14,0,0
2017,7.7200000000000000e+02,641,0,0,25,2,641,0,0,25,2,8,0,70,56,50,0,0,6
2017,5.6800000000000000e+02,62,0,0,4,0,51,0,0,4,0,2,0,0,0,0,0,0,0
2017,3.9800000000000000e+02,132,0,0,5,0,100,0,0,5,0,2,0,0,0,0,0,0,0
2017,3.9400000000000000e+02,55,0,0,2,0,55,0,0,2,0,2,0,0,0,0,0,0,0
2017,6.1400000000000000e+02,22,0,0,2,0,22,0,0,2,0,0,0,0,0,0,0,7,0
2017,2.3500000000000000e+02,33,0,0,4,0,24,0,0,3,0,2,0,0,0,0,0,0,0
2017,6.1600000000000000e+02,90,0,0,6,0,58,0,0,6,0,0,0,19,0,0,0,15,0
2017,2.6700000000000000e+02,158,4,2,9,1,140,4,2,9,1,3,0,0,0,0,0,6,1
2017,5.6500000000000000e+02,168,0,0,5,0,168,0,0,5,0,1,0,14,15,0,0,22,0
2017,2.2000000000000000e+02,138,3,3,9,0,138,3,3,9,0,3,0,17,0,0,0,0,0
2017,2.7800000000000000e+02,154,6,3,8,0,154,6,3,8,0,0,0,0,0,0,0,0,0
2017,1.0700000000000000e+02,112,0,0,0,0,112,0,0,0,0,0,0,0,15,55,0,0,0
2017,7.1100000000000000e+02,623,17,3,22,3,557,17,3,22,3,7,0,93,42,0,22,0,0
2017,2.0400000000000000e+02,116,0,0,0,0,116,0,0,0,0,1,0,0,0,22,0,0,0
2017,5.7900000000000000e+02,31,0,0,2,0,31,0,0,2,0,4,0,0,0,0,0,0,0
2017,3.4800000000000000e+02,152,0,0,2,0,139,0,0,2,0,1,0,70,0,0,0,0,0
2017,7.6600000000000000e+02,116,0,0,8,0,110,0,0,8,0,5,0,8,0,0,0,0,0
2017,7.6100000000000000e+02,317,0,0,0,0,317,0,0,0,0,0,0,0,25,60,0,0,0
2017,7.2800000000000000e+02,336,0,0,19,0,289,0,0,19,0,6,0,11,0,0,0,17,4
2017,2.8000000000000000e+02,152,12,4,10,1,152,12,4,10,1,5,0,11,0,0,0,12,3
2017,2.2200000000000000e+02,44,0,0,6,0,44,0,0,6,0,0,0,1,0,0,0,0,0
2017,2.7600000000000000e+02,202,10,3,14,1,202,10,3,14,1,8,0,16,0,0,18,0,0
2017,1.1000000000000000e+01,201,0,2,7,1,170,0,2,7,0,4,0,10,0,0,0,2,0
2017,3.0200000000000000e+02,60,2,1,3,0,60,2,1,3,0,0,0,0,0,0,1,1,1
2017,6.8200000000000000e+02,161,0,0,8,0,161,0,0,8,0,1,0,11,0,0,0,0,0
2017,2.7900000000000000e+02,181,20,5,10,1,181,20,5,10,1,4,0,10,0,0,0,10,4
2017,2.8200000000000000e+02,258,11,3,21,1,258,11,3,21,1,8,0,11,0,0,0,31,4
2017,2.8100000000000000e+02,273,8,5,10,1,273,8,4,10,1,3,0,10,0,0,0,15,0
2017,1.8300000000000000e+02,30,0,0,3,0,30,0,0,3,0,1,0,6,0,0,0,0,0
2017,6.1000000000000000e+02,43,0,0,5,0,43,0,0,5,0,1,0,0,0,0,0,19,0
2017,1.1600000000000000e+02,428,0,0,0,0,389,0,0,0,0,0,0,0,0,20,0,0,0
2017,1.1500000000000000e+02,50,0,0,0,0,50,0,0,0,0,1,0,0,0,0,0,0,0
2017,1.1400000000000000e+02,74,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0
2017,1.1900000000000000e+02,30,0,0,4,0,30,0,0,4,0,1,0,0,0,0,0,0,0
2017,7.7000000000000000e+02,570,13,3,24,2,570,13,3,24,2,16,0,31,18,0,0,9,5
2017,5.8300000000000000e+02,130,0,0,4,0,116,0,0,4,0,4,0,23,0,0,0,0,4
2017,1.3600000000000000e+02,209,0,0,0,0,209,0,0,0,0,1,0,0,0,46,0,0,0
2017,4.6900000000000000e+02,108,2,1,3,0,99,2,1,3,0,2,0,12,0,15,9,9,0
2017,6.4200000000000000e+02,210,2,3,5,0,210,2,3,5,0,5,0,7,0,20,0,0,0
2017,6.7400000000000000e+02,327,37,6,15,1,310,37,6,15,1,10,1,24,100,0,0,26,5
2017,1.9300000000000000e+02,149,0,0,0,0,149,0,0,0,0,1,0,0,0,17,0,0,0
2017,5.2600000000000000e+02,332,12,2,9,0,328,12,2,9,0,8,0,34,0,68,0,10,0
2017,6.9800000000000000e+02,819,0,0,32,2,668,0,0,32,2,10,0,19,10,0,0,24,7
2017,6.3000000000000000e+02,81,3,2,10,0,68,3,2,10,0,4,0,8,0,0,0,11,0
2017,1.2400000000000000e+02,140,0,0,0,0,130,0,0,0,0,0,0,0,0,30,0,0,0
2017,3.6400000000000000e+02,74,0,0,0,0,68,0,0,0,0,0,0,0,0,35,0,0,0
2017,4.3900000000000000e+02,56,4,2,5,0,56,4,2,5,0,2,0,4,0,0,0,0,1
2017,5.7000000000000000e+02,488,8,5,17,0,488,8,5,17,0,5,0,57,31,0,0,0,2
2017,1.2300000000000000e+02,190,0,0,0,0,153,0,0,0,0,0,0,0,0,58,0,0,0
2017,3.1000000000000000e+02,415,0,0,0,0,412,0,0,0,0,0,0,0,55,57,0,0,0
2017,5.7100000000000000e+02,129,2,2,5,0,129,2,2,5,0,3,0,16,0,0,0,1,1
2017,2.9600000000000000e+02,177,0,0,0,0,177,0,0,0,0,1,0,0,0,22,0,0,0
2017,5.6600000000000000e+02,155,4,3,7,0,118,0,3,7,0,3,0,20,20,0,11,0,0
2017,7.8400000000000000e+02,760,18,6,16,0,760,18,6,16,0,6,0,109,60,18,0,17,4
2017,1.0200000000000000e+02,666,0,0,0,0,666,0,0,0,0,1,0,0,16,20,0,0,0
2017,3.7900000000000000e+02,456,0,0,0,0,453,0,0,0,0,0,0,0,104,0,0,0,0
2017,6.3900000000000000e+02,246,1,5,7,0,199,1,5,7,0,0,0,6,0,0,0,8,0
2017,4.5700000000000000e+02,83,0,0,2,0,74,0,0,2,0,2,0,2,0,0,10,0,0
2017,6.0900000000000000e+02,334,10,2,15,2,305,10,2,15,2,14,0,8,10,0,9,0,0
2017,1.0100000000000000e+02,82,0,0,0,0,82,0,0,0,0,0,0,0,0,20,0,0,0
2017,4.5400000000000000e+02,231,2,1,4,0,228,2,1,4,0,3,0,20,0,0,0,4,1
2017,3.1800000000000000e+02,356,0,0,0,0,333,0,0,0,0,0,0,0,20,25,0,0,0
2017,6.0000000000000000e+02,177,2,5,8,0,138,2,5,8,0,3,0,20,0,0,0,16,0
2017,5.4500000000000000e+02,457,19,3,14,0,342,14,3,14,0,5,0,56,20,33,0,0,0
2017,1.0000000000000000e+02,75,0,0,0,0,75,0,0,0,0,0,0,0,0,32,0,0,0
2017,7.0200000000000000e+02,403,9,3,17,2,403,9,3,17,2,5,4,22,35,0,0,21,4
2017,7.7800000000000000e+02,222,3,5,10,0,189,3,5,8,0,4,0,60,22,0,0,22,3
2017,3.4100000000000000e+02,65,1,1,2,0,65,0,0,2,0,2,0,0,0,0,0,0,0
2017,9.9000000000000000e+01,103,0,0,0,0,100,0,0,0,0,0,0,0,0,50,0,0,0
2017,7.6700000000000000e+02,117,0,0,5,0,117,0,0,5,0,6,0,8,0,0,0,0,0
2017,3.5900000000000000e+02,110,0,0,2,0,110,0,0,2,0,2,0,0,0,30,4,8,2
2017,9.8000000000000000e+01,109,0,0,0,0,106,0,0,0,0,0,0,0,0,25,0,0,0
2017,1.3200000000000000e+02,125,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0
2017,9.7000000000000000e+01,122,0,0,0,0,120,0,0,0,0,0,0,0,0,30,0,0,0
2017,1.0300000000000000e+02,42,0,0,0,0,41,0,0,0,0,0,0,0,0,20,0,0,0
2017,1.1000000000000000e+02,55,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0
2017,9.4000000000000000e+01,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
2017,9.1000000000000000e+01,60,0,0,0,0,60,0,0,0,0,0,0,0,0,18,0,0,0
2017,6.6400000000000000e+02,343,3,2,12,0,343,3,2,12,0,8,0,55,25,0,17,0,0
2017,9.1800000000000000e+02,1106,45,6,39,3,1066,45,6,39,3,13,0,211,0,0,0,0,6
2017,9.2000000000000000e+01,56,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0
2017,9.5000000000000000e+01,167,0,0,0,0,167,0,0,0,0,0,0,0,0,24,0,0,0
2017,3.0100000000000000e+02,20,0,0,4,0,20,0,0,4,0,1,1,0,0,0,0,0,0
2017,4.9200000000000000e+02,120,2,1,6,0,98,2,1,6,0,3,0,17,0,0,0,11,1
2017,8.1100000000000000e+02,68,0,1,1,1,68,0,1,1,1,1,0,3,0,0,0,0,0
2017,8.1200000000000000e+02,85,0,0,1,0,85,0,0,1,0,0,0,40,0,0,0,0,0
2017,8.3200000000000000e+02,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
2017,8.4100000000000000e+02,12,0,0,0,0,12,0,0,0,0,0,0,0,0,25,0,0,0
2017,8.5600000000000000e+02,113,0,0,0,0,92,0,0,0,0,0,0,0,0,30,0,0,0
2017,8.5900000000000000e+02,90,0,0,0,0,90,0,0,0,0,0,0,0,15,0,0,0,0
2017,8.6100000000000000e+02,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
2017,8.8000000000000000e+02,96,0,0,0,0,96,0,0,0,0,0,0,0,0,40,0,0,0
2017,8.8300000000000000e+02,153,0,0,0,0,153,0,0,0,0,0,0,0,16,0,0,0,0
2017,8.8400000000000000e+02,141,0,0,0,0,99,0,0,0,0,0,0,0,0,30,0,0,0
2017,8.7700000000000000e+02,38,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0
2017,9.1100000000000000e+02,363,0,0,0,0,363,0,0,0,0,0,0,0,0,33,0,0,0
2017,9.1300000000000000e+02,30,0,0,0,0,30,0,0,0,0,0,0,0,19,0,0,0,0
2017,9.2200000000000000e+02,87,5,3,8,1,80,5,3,8,1,2,0,0,0,0,0,0,0
2017,9.2300000000000000e+02,143,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0
2017,9.2400000000000000e+02,43,0,0,0,0,43,0,0,0,0,0,0,27,0,0,0,0,0
2017,9.4700000000000000e+02,26,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0
2017,9.5100000000000000e+02,51,0,0,0,0,51,0,0,0,0,0,0,0,0,21,0,0,0
2017,1.1030000000000000e+03,123,0,0,0,0,121,0,0,0,0,0,0,0,0,30,0,0,0
2017,9.7200000000000000e+02,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0
2017,9.7300000000000000e+02,51,0,0,2,1,30,0,0,2,1,2,0,0,0,0,15,10,2
2017,9.7400000000000000e+02,153,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0
2017,9.7500000000000000e+02,101,0,0,0,0,101,0,0,0,0,0,0,0,0,25,0,0,0
2017,9.6000000000000000e+02,187,0,0,0,0,187,0,0,0,0,0,0,0,0,40,0,0,0
2017,1.0280000000000000e+03,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2017,9.7600000000000000e+02,195,0,0,0,0,189,0,0,0,0,0,0,0,15,35,0,0,0
2017,9.7700000000000000e+02,174,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0
2017,1.0200000000000000e+03,22,0,0,0,0,22,0,0,0,0,0,0,0,15,0,0,0,0
2017,9.9400000000000000e+02,245,6,3,5,0,238,6,3,5,0,6,0,23,0,0,0,30,0
2017,9.9500000000000000e+02,84,0,0,0,0,78,0,0,0,0,0,0,0,0,30,0,0,0
2017,1.0600000000000000e+03,25,0,0,0,0,25,0,0,0,0,0,0,0,35,0,0,0,0
2017,1.0050000000000000e+03,56,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0
2017,1.0610000000000000e+03,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2017,1.0620000000000000e+03,38,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0
2017,1.0060000000000000e+03,52,0,0,0,0,52,0,0,0,0,0,0,0,20,0,0,0,0
2017,1.0880000000000000e+03,10,0,0,5,0,5,0,0,4,0,0,0,0,0,0,0,0,0
2017,1.0890000000000000e+03,106,0,0,9,0,46,0,0,6,0,3,0,6,0,0,8,0,0
2017,1.0760000000000000e+03,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2017,1.0780000000000000e+03,98,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0
2017,1.0330000000000000e+03,421,0,0,12,0,358,0,0,12,0,4,0,47,0,0,0,8,0
2017,1.0370000000000000e+03,35,0,0,0,0,35,0,0,0,0,0,0,0,30,0,0,0,0
2017,1.0390000000000000e+03,60,0,0,0,0,60,0,0,0,0,0,0,0,10,0,0,0,0
2017,1.0670000000000000e+03,209,0,0,0,0,209,0,0,0,0,0,0,0,0,50,0,0,0
2017,1.0650000000000000e+03,228,0,0,0,0,228,0,0,0,0,1,0,0,0,0,0,0,0
2017,1.0660000000000000e+03,96,4,3,9,0,96,4,3,9,0,2,3,6,0,0,0,12,0
2017,1.1000000000000000e+03,109,0,0,0,0,73,0,0,0,0,0,0,0,0,23,0,0,0
2017,1.1050000000000000e+03,245,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0
2017,1.1070000000000000e+03,17,0,0,3,0,17,0,0,3,0,0,0,0,0,0,0,3,3
2017,1.1110000000000000e+03,100,0,0,0,0,100,0,0,0,0,0,0,0,20,0,0,0,0
2017,1.1210000000000000e+03,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0
2017,1.1190000000000000e+03,46,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0
2017,2.0700000000000000e+02,92,2,1,7,0,92,2,1,7,0,4,0,8,0,0,0,0,0
2017,4.3100000000000000e+02,160,0,0,1,0,91,0,0,1,0,1,0,2,0,0,0,2,0
2017,3.8700000000000000e+02,123,4,2,3,0,110,2,2,3,0,3,0,6,0,0,1,0,0
2017,1.7900000000000000e+02,75,0,0,0,0,75,0,0,0,0,1,0,0,0,0,0,0,0
2017,6.0600000000000000e+02,114,3,2,3,0,106,3,2,3,0,4,1,16,0,0,0,0,0
2017,9.2500000000000000e+02,865,28,8,24,1,809,28,8,21,1,15,0,58,49,0,35,0,0
2017,5.4100000000000000e+02,107,6,2,5,0,86,6,2,4,0,3,0,1,0,0,0,6,0
2017,7.9700000000000000e+02,102,2,2,5,0,102,2,2,5,0,4,0,4,0,0,0,8,0
2017,6.2700000000000000e+02,250,7,2,7,0,239,6,2,6,0,3,3,16,0,0,0,6,0
2017,1.7300000000000000e+02,330,0,0,0,0,330,0,0,0,0,0,0,0,4,0,0,0,0
2017,6.3600000000000000e+02,520,2,3,17,1,455,20,3,17,2,11,0,22,0,18,0,17,3
2017,2.0500000000000000e+02,33,0,0,3,0,33,0,0,3,0,1,0,0,0,0,0,0,0
2017,8.1400000000000000e+02,20,0,0,1,0,20,0,0,1,0,1,0,0,0,0,0,0,0
2017,8.8100000000000000e+02,34,2,1,3,1,34,2,1,3,1,1,0,0,0,0,0,0,0
2017,7.7100000000000000e+02,703,32,2,24,2,686,32,2,24,2,9,2,83,0,0,41,0,0
2017,5.3300000000000000e+02,48,5,1,1,1,34,1,1,1,1,1,0,1,0,0,4,0,1
2017,4.4700000000000000e+02,380,3,1,7,0,54,1,1,7,0,2,0,8,0,0,0,0,1
2017,8.1500000000000000e+02,14,0,1,3,0,9,0,0,3,0,1,0,0,0,0,0,0,0
2017,8.0100000000000000e+02,493,16,2,12,2,442,16,2,12,2,8,4,39,0,0,12,0,2
2017,8.0000000000000000e+02,126,0,0,5,0,106,0,0,5,0,2,0,0,0,0,0,0,1
2017,3.8900000000000000e+02,290,3,2,4,0,290,3,2,4,0,2,0,1,0,0,0,8,0
2017,6.9500000000000000e+02,345,5,2,11,1,345,5,2,11,1,5,2,36,4,0,4,12,3
2017,8.1600000000000000e+02,126,2,1,4,0,86,1,1,4,0,1,0,7,0,0,0,10,2
2017,8.3300000000000000e+02,110,2,1,5,0,110,2,1,5,0,3,0,5,0,0,9,10,1
2017,8.7000000000000000e+02,94,2,2,6,1,60,1,2,6,1,2,0,1,0,0,0,0,0
2017,9.2700000000000000e+02,51,1,1,2,0,45,0,1,2,0,1,0,1,0,0,0,0,1
2017,9.6100000000000000e+02,451,9,4,12,0,441,9,4,12,0,8,4,36,0,0,0,22,0
2017,9.6200000000000000e+02,40,0,0,3,0,38,0,0,3,0,1,0,0,0,0,2,0,3
2017,1.0790000000000000e+03,40,2,1,2,1,5,2,1,2,1,1,0,2,0,0,0,0,0
2017,1.1010000000000000e+03,69,3,1,4,1,69,3,1,4,1,1,0,1,0,0,2,0,0
2017,6.6600000000000000e+02,522,25,2,16,1,541,25,2,16,1,5,5,12,0,0,0,30,0
2017,3.9200000000000000e+02,128,0,0,0,0,116,0,0,0,0,2,0,0,0,0,0,0,0
2017,7.9000000000000000e+02,256,0,0,7,0,251,0,0,6,0,4,0,36,80,0,6,0,0
2017,6.5000000000000000e+02,152,2,2,5,0,152,2,2,5,0,3,0,14,0,0,0,0,0
2017,8.7600000000000000e+02,258,9,2,10,0,244,9,2,10,0,5,0,17,0,0,0,9,0
2017,9.4400000000000000e+02,29,0,0,4,0,15,0,0,4,0,2,0,0,0,0,0,0,0
2017,9.5200000000000000e+02,96,12,2,10,0,90,12,2,10,0,3,0,5,0,0,0,0,1
2017,5.4000000000000000e+01,87,0,0,0,0,87,0,0,0,0,0,0,,30,0,0,0,0
2017,3.6700000000000000e+02,47,0,0,4,0,14,0,0,3,0,1,0,1,0,0,0,0,0
2017,5.3800000000000000e+02,343,8,2,10,0,285,8,2,9,0,5,1,22,12,0,0,19,4
2017,5.5700000000000000e+02,118,3,2,5,0,72,3,2,2,0,3,0,13,0,0,0,6,0
2017,6.5300000000000000e+02,141,5,2,5,0,132,2,2,5,0,5,2,14,0,0,6,0,0
2017,6.4700000000000000e+02,103,2,2,6,0,97,2,2,6,0,8,0,2,0,0,0,6,0
2017,9.7800000000000000e+02,564,23,2,13,1,521,22,2,13,1,14,1,18,20,0,0,23,0
2017,9.9600000000000000e+02,155,3,1,4,0,73,3,1,4,0,3,0,9,0,0,12,12,0
2017,7.2900000000000000e+02,1179,26,8,37,4,1091,26,8,37,4,11,1,74,80,0,29,0,5
